,word,url,word_class,definition
2723,indomitable,https://www.dictionary.com/browse/indomitable,adjective,"that cannot be subdued or overcome, as persons, will, or courage; unconquerable: an indomitable warrior."
2724,indulgent,https://www.dictionary.com/browse/indulgent,adjective,characterized by or showing indulgence;  benignly lenient or permissive: an indulgent parent.
2725,inevitable,https://www.dictionary.com/browse/inevitable,adjective,"unable to be avoided, evaded, or escaped;certain; fated: an inevitable conclusion."
2726,inferior,https://www.dictionary.com/browse/inferior,adjective,"lower in station, rank, degree, or grade (often followed by to): a rank inferior to colonel."
2727,infinite,https://www.dictionary.com/browse/infinite,adjective,immeasurably great: an infinite capacity for forgiveness.
2728,inflexible,https://www.dictionary.com/browse/inflexible,adjective,not flexible; incapable of or resistant to being bent; rigid: an inflexible steel rod.
2729,informal,https://www.dictionary.com/browse/informal,adjective,without formality or ceremony; casual: an informal visit.
2730,ingenious,https://www.dictionary.com/browse/ingenious,adjective,characterized by cleverness or originality of invention or construction: an ingenious machine.
2731,inherent,https://www.dictionary.com/browse/inherent,adjective,"existing in someone or something as a permanent and inseparable element, quality, or attribute; inhering: an inherent distrust of strangers."
2732,inner,https://www.dictionary.com/browse/inner,adjective,situated within or farther within; interior: an inner door. 
2733,innocent,https://www.dictionary.com/browse/innocent,adjective,free from moral wrong; without sin; pure: innocent children.
2734,inquisitive,https://www.dictionary.com/browse/inquisitive,adjective,"given to inquiry,  research, or asking questions; eager for knowledge; intellectually curious: an inquisitive mind."
2735,insane,https://www.dictionary.com/browse/insane,adjective,(not in technical use as a medical diagnosis) not sane;  not of sound mind; mentally deranged.
2736,insecure,https://www.dictionary.com/browse/insecure,adjective,"subject to fears, doubts, etc.; not self-confident or assured: an insecure person."
2737,insightful,https://www.dictionary.com/browse/insightful,adjective,characterized by or displaying insight;  perceptive.
2738,insipid,https://www.dictionary.com/browse/insipid,adjective,"without distinctive, interesting, or stimulating qualities; vapid: an insipid personality."
2739,insistent,https://www.dictionary.com/browse/insistent,adjective,"earnest or emphatic in dwelling upon, maintaining, or demanding something; persistent; pertinacious."
2740,insolent,https://www.dictionary.com/browse/insolent,adjective,boldly rude or disrespectful; contemptuously impertinent; insulting: an insolent reply.
2741,inspirational,https://www.dictionary.com/browse/inspirational,adjective,under the influence of inspiration; inspired. 
2742,instant,https://www.dictionary.com/browse/instant,adjective,succeeding without any interval of time; prompt; immediate: instant relief from a headache.
2743,instructive,https://www.dictionary.com/browse/instructive,adjective,"serving to instruct  or inform; conveying instruction,  knowledge, or information; enlightening."
2744,instrumental,https://www.dictionary.com/browse/instrumental,adjective,serving or acting as an instrument or means; useful; helpful.
2745,insufficient,https://www.dictionary.com/browse/insufficient,adjective,not sufficient; lacking in what is necessary or required: an insufficient answer.
2746,intangible,https://www.dictionary.com/browse/intangible,adjective,"not tangible; incapable of being perceived by the sense of touch, as incorporeal or immaterial things; impalpable."
2747,integral,https://www.dictionary.com/browse/integral,adjective,"of, relating to, or belonging as a part of the whole; constituent or component: integral parts."
2748,intellectual,https://www.dictionary.com/browse/intellectual,adjective,appealing to or engaging the intellect: intellectual pursuits.
2749,intense,https://www.dictionary.com/browse/intense,adjective,existing or occurring in a high or extreme degree: intense heat.
2750,intensive,https://www.dictionary.com/browse/intensive,adjective,"of, relating to, or characterized by intensity: intensive questioning."
2751,intent,https://www.dictionary.com/browse/intent,adjective,"firmly or steadfastly fixed or directed, as the eyes or mind: an intent gaze."
2752,interdependent,https://www.dictionary.com/browse/interdependent,adjective,mutually dependent;  depending on each other.
2753,interested,https://www.dictionary.com/browse/interested,adjective,having an interest  in something; concerned: interested members will meet at noon.
2754,interesting,https://www.dictionary.com/browse/interesting,adjective,engaging or exciting and holding the attention or curiosity: an interesting book.
2755,internal,https://www.dictionary.com/browse/internal,adjective,situated or existing in the interior of something; interior.
2756,intermittent,https://www.dictionary.com/browse/intermittent,adjective,stopping or ceasing for a time; alternately ceasing and beginning again: an intermittent pain.
2757,international,https://www.dictionary.com/browse/international,adjective,between or among nations; involving two or more nations: international trade.
2758,intrepid,https://www.dictionary.com/browse/intrepid,adjective,resolutely fearless; dauntless: an intrepid explorer.
2759,intricate,https://www.dictionary.com/browse/intricate,adjective,having many interrelated parts or facets; entangled or involved: an intricate maze.
2760,introspective,https://www.dictionary.com/browse/introspective,adjective,"characterized by introspection,  the act or process of looking into oneself."
2761,inventive,https://www.dictionary.com/browse/inventive,adjective,"apt at inventing or thinking up new machines or devices, methods, solutions, etc., or at improvising from what is at hand; innovative or ingenious: luckily the bike mechanic is a most inventive person—you’ll be surprised at what he can do with a piece of wire and some scrap metal."
2762,invigorating,https://www.dictionary.com/browse/invigorating,adjective,"giving or encouraging vigor, liveliness, or energy: the hike offers great views, lots of sunshine, and an invigorating workout.the drink is an invigorating blend of tomato juice and spices."
2763,invincible,https://www.dictionary.com/browse/invincible,adjective,"incapable of being conquered, defeated, or subdued."
2764,invisible,https://www.dictionary.com/browse/invisible,adjective,not visible; not perceptible by the eye: invisible fluid.
2765,involuntary,https://www.dictionary.com/browse/involuntary,adjective,not voluntary; independent of one's will; not by one's own choice: an involuntary listener; involuntary servitude.
2766,irresistible,https://www.dictionary.com/browse/irresistible,adjective,not resistible; incapable of being resisted or withstood: an irresistible impulse.
2767,irritating,https://www.dictionary.com/browse/irritating,adjective,causing irritation; annoying; provoking; irritating questions.
2768,jolly,https://www.dictionary.com/browse/jolly,adjective,in good spirits; lively; merry: in a moment he was as jolly as ever.
2769,jaded,https://www.dictionary.com/browse/jaded,adjective,dulled or satiated by overindulgence: a jaded appetite.
2770,jumpy,https://www.dictionary.com/browse/jumpy,adjective,"subject to sudden, involuntary starts, especially from nervousness, fear, excitement, etc."
2771,jazzy,https://www.dictionary.com/browse/jazzy,adjective,pertaining to or suggestive of jazz  music.
2772,jovial,https://www.dictionary.com/browse/jovial,adjective,"endowed with or characterized by a hearty, joyous humor or a spirit of good-fellowship: a wonderfully jovial host."
2773,jittery,https://www.dictionary.com/browse/jittery,adjective,extremely tense and nervous; jumpy: he's very jittery about the medical checkup.
2774,jumbo,https://www.dictionary.com/browse/jumbo,adjective,very large: the jumbo box of cereal.
2775,juicy,https://www.dictionary.com/browse/juicy,adjective,full of juice;  succulent: a juicy pear.
2776,joyful,https://www.dictionary.com/browse/joyful,adjective,"full of joy,  as a person or one's heart; glad; delighted."
2777,jarring,https://www.dictionary.com/browse/jarring,adjective,"having a harshly unpleasant or disturbing effect on one’s nerves, feelings, thoughts, etc.:the news of my cancer diagnosis was both jarring and devastating."
2778,jocund,https://www.dictionary.com/browse/jocund,adjective,cheerful; merry; blithe; glad: a witty and jocund group.
2779,jagged,https://www.dictionary.com/browse/jagged,adjective,"having ragged notches, points, or teeth; zigzag: the jagged edge of a saw; a jagged wound."
2780,judicial,https://www.dictionary.com/browse/judicial,adjective,pertaining to judgment in courts of justice or to the administration of justice: judicial proceedings; the judicial system.
2781,joyous,https://www.dictionary.com/browse/joyous,adjective,joyful; happy; jubilant: the joyous sounds of children at play.
2782,jaunty,https://www.dictionary.com/browse/jaunty,adjective,easy and sprightly in manner or bearing: to walk with a jaunty step.
2783,jocular,https://www.dictionary.com/browse/jocular,adjective,"given to, characterized by, intended for, or suited to joking  or jesting; waggish; facetious: jocular remarks about opera stars."
2784,just,https://www.dictionary.com/browse/just,adjective,"guided by truth, reason, justice, and fairness: we hope to be just in our understanding of such difficult situations."
2785,keen,https://www.dictionary.com/browse/keen,adjective,"finely sharpened, as an edge; so shaped as to cut or pierce substances readily: a keen razor."
2786,kind,https://www.dictionary.com/browse/kind,adjective,"of a good or benevolent nature or disposition, as a person: a kind and loving person."
2787,kinetic,https://www.dictionary.com/browse/kinetic,adjective,characterized by movement: running and dancing are kinetic activities.
2788,key,https://www.dictionary.com/browse/key,adjective,essential; central; important: a key person in the company;key industries.
2789,knockout,https://www.dictionary.com/browse/knockout,adjective,that knocks out: the knockout punch.
2790,kooky,https://www.dictionary.com/browse/kooky,adjective,"of, like, or pertaining to a kook;  eccentric, strange, or foolish."
2791,kissable,https://www.dictionary.com/browse/kissable,adjective,inviting kissing  through being lovable or physically attractive.
2792,knotty,https://www.dictionary.com/browse/knotty,adjective,having knots;  full of knots: a knotty piece of wood.
2793,kind-hearted,https://www.dictionary.com/browse/kind-hearted,adjective,having or showing sympathy or kindness: a kindhearted woman.
2794,knightly,https://www.dictionary.com/browse/knightly,adjective,"characteristic of a knight;  noble, courageous, and generous: knightly deeds."
2795,knitted,https://www.dictionary.com/browse/knitted,adjective,"made by knitting,  as a cloth article: a knitted bedspread."
2796,knobby,https://www.dictionary.com/browse/knobby,adjective,full of or covered with knobs: the knobby trunk of a tree.
2797,kin,https://www.dictionary.com/browse/kin,adjective,of the same family; related; akin. 
2798,knowledgeable,https://www.dictionary.com/browse/knowledgeable,adjective,"possessing or exhibiting knowledge,  insight, or understanding; intelligent; well-informed; discerning; perceptive."
2799,kindly,https://www.dictionary.com/browse/kindly,adjective,"having, showing, or proceeding from a benevolent disposition or spirit; kindhearted: kindly people."
2800,kicky,https://www.dictionary.com/browse/kicky,adjective,pleasurably amusing or exciting: a kicky tune.
2801,kempt,https://www.dictionary.com/browse/kempt,adjective,neatly or tidily kept: a kempt little cottage.
2802,kinesthetic,https://www.dictionary.com/browse/kinesthetic,adjective,"psychology, physiology. having to do with movement or sensation, especially within the body:one quintessential spa experience was to go back and forth from the scalding hot pool to the ice cold pool, sending your body into a heightened kinesthetic state."
2803,knockabout,https://www.dictionary.com/browse/knockabout,adjective,"suitable for rough use, as a garment: a knockabout jacket and jeans."
2804,knockdown,https://www.dictionary.com/browse/knockdown,adjective,capable of knocking something down; overwhelming; irresistible: a knockdown blow.
2805,keyed,https://www.dictionary.com/browse/keyed,adjective,fastened or secured by a key. 
2806,kitschy,https://www.dictionary.com/browse/kitschy,adjective,"tawdry or showy and usually appealing to popular or undiscriminating taste:the old town district is known for its kitschy souvenirs, artisanal greasy-spoon restaurants, and a complete lack of parking."
2807,kindred,https://www.dictionary.com/browse/kindred,adjective,"associated by origin, nature, qualities, etc.: kindred languages."
2808,kinky,https://www.dictionary.com/browse/kinky,adjective,full of kinks;  closely twisted: a kinky wire.
2809,kittenish,https://www.dictionary.com/browse/kittenish,adjective,like or in the manner of a kitten. 
2810,keyless,https://www.dictionary.com/browse/keyless,adjective,lacking a key  or keys. 
2811,lively,https://www.dictionary.com/browse/lively,adjective,"full or suggestive of life  or vital energy; active, vigorous, or brisk: a lively discussion."
2812,lush,https://www.dictionary.com/browse/lush,adjective,"(of vegetation, plants, grasses, etc.) luxuriant; succulent; tender and juicy."
2813,lazy,https://www.dictionary.com/browse/lazy,adjective,"averse or disinclined to work, activity, or exertion; indolent. "
2814,lavish,https://www.dictionary.com/browse/lavish,adjective,"expended, bestowed, or occurring in profusion: lavish spending."
2815,loving,https://www.dictionary.com/browse/loving,adjective,feeling or showing love;  warmly affectionate; fond: loving glances.
2816,light,https://www.dictionary.com/browse/light,adjective,having light or illumination; bright; well-lighted: the lightest room in the entire house.
2817,loud,https://www.dictionary.com/browse/loud,adjective,(of sound) strongly audible; having exceptional volume or intensity: loud talking;loud thunder;loud whispers.
2818,lean,https://www.dictionary.com/browse/lean,adjective,(of persons or animals) without much flesh or fat; not plump or fat; thin: lean cattle.
2819,little,https://www.dictionary.com/browse/little,adjective,small in size; not big; not large; tiny: a little desk in the corner of the room.
2820,luminous,https://www.dictionary.com/browse/luminous,adjective,radiating or reflecting light; shining; bright.
2821,long,https://www.dictionary.com/browse/long,adjective,having considerable linear extent in space: a long distance; a long handle.
2822,large,https://www.dictionary.com/browse/large,adjective,"of more than average size, quantity, degree, etc.; exceeding that which is common to a kind or class; big; great: a large house; a large number; in large measure; to a large extent."
2823,lovely,https://www.dictionary.com/browse/lovely,adjective,charmingly or exquisitely beautiful: a lovely flower.
2824,lucid,https://www.dictionary.com/browse/lucid,adjective,easily understood; completely intelligible or comprehensible: a lucid explanation.
2825,lucky,https://www.dictionary.com/browse/lucky,adjective,having or marked by good luck; fortunate: that was my lucky day.
2826,logical,https://www.dictionary.com/browse/logical,adjective,according to or agreeing with the principles of logic: a logical inference.
2827,loudmouthed,https://www.dictionary.com/browse/loudmouthed,adjective,"loud,  gossipy, or indiscreet; vociferous."
2828,lofty,https://www.dictionary.com/browse/lofty,adjective,extending high in the air; of imposing height; towering: lofty mountains.
2829,legendary,https://www.dictionary.com/browse/legendary,adjective,"of, relating to, or of the nature of a legend. "
2830,liberal,https://www.dictionary.com/browse/liberal,adjective,"favorable to progress or reform, as in political or religious affairs."
2831,literal,https://www.dictionary.com/browse/literal,adjective,"in accordance with, involving, or being the primary or strict meaning of the word or words; not figurative or metaphorical: the literal meaning of a word."
2832,lovable,https://www.dictionary.com/browse/lovable,adjective,of such a nature as to attract love;  deserving love; amiable; endearing.
2833,low-key,https://www.dictionary.com/browse/low-key,adjective,"of reduced intensity; restrained; understated: judicial elections used to be low-key affairs, attracting little campaign spending."
2834,lasting,https://www.dictionary.com/browse/lasting,adjective,continuing or enduring a long time; permanent; durable: a lasting friendship.
2835,laughable,https://www.dictionary.com/browse/laughable,adjective,such as to cause laughter; funny; amusing; ludicrous.
2836,luxurious,https://www.dictionary.com/browse/luxurious,adjective,characterized by luxury;  ministering or conducive to luxury: a luxurious hotel.
2837,limited,https://www.dictionary.com/browse/limited,adjective,confined within limits; restricted or circumscribed: a limited space; limited resources.
2838,loquacious,https://www.dictionary.com/browse/loquacious,adjective,talking or tending to talk much or freely; talkative; chattering; babbling; garrulous: a loquacious dinner guest.
2839,lengthy,https://www.dictionary.com/browse/lengthy,adjective,having or being of great length;  very long: a lengthy journey.
2840,lunar,https://www.dictionary.com/browse/lunar,adjective,of or relating to the moon: the lunar orbit.
2841,learned,https://www.dictionary.com/browse/learned,adjective,having much knowledge; scholarly; erudite: learned professors.
2842,luculent,https://www.dictionary.com/browse/luculent,adjective,clear or lucid: a luculent explanation.
2843,lacteal,https://www.dictionary.com/browse/lacteal,adjective,"pertaining to, consisting of, or resembling milk; milky."
2844,laid-back,https://www.dictionary.com/browse/laid-back,adjective,relaxed or unhurried: laid-back music rhythms.
2845,laughing,https://www.dictionary.com/browse/laughing,adjective,that laughs  or is given to laughter: a laughing child.
2846,lurid,https://www.dictionary.com/browse/lurid,adjective,gruesome; horrible; revolting: the lurid details of an accident.
2847,luminiferous,https://www.dictionary.com/browse/luminiferous,adjective,producing light: the luminiferous properties of a gas.
2848,limber,https://www.dictionary.com/browse/limber,adjective,characterized by ease in bending the body; supple; lithe. 
2849,linguistic,https://www.dictionary.com/browse/linguistic,adjective,of or belonging to language: linguistic change.
2850,low-cost,https://www.dictionary.com/browse/low-cost,adjective,able to be purchased or acquired at relatively little cost: low-cost life insurance; low-cost housing.
2851,light-minded,https://www.dictionary.com/browse/light-minded,adjective,"having or showing a lack of serious purpose, attitude, etc.; frivolous; trifling: to be in a light-minded mood."
2852,lustful,https://www.dictionary.com/browse/lustful,adjective,"full of or motivated by lust,  greed, or the like: he was an emperor lustful of power."
2853,long-lasting,https://www.dictionary.com/browse/long-lasting,adjective,enduring or existing for a long period of time: a long-lasting friendship.
2854,leisurely,https://www.dictionary.com/browse/leisurely,adjective,"acting, proceeding, or done without haste; unhurried; deliberate: a leisurely conversation."
2855,lacy,https://www.dictionary.com/browse/lacy,adjective,of or resembling lace;  lacelike: a lacy gown; a lacy leaf.
2856,livable,https://www.dictionary.com/browse/livable,adjective,suitable for living in; habitable; comfortable: it took a lot of work to make the old house livable.
2857,lascivious,https://www.dictionary.com/browse/lascivious,adjective,"inclined to lustfulness; wanton; lewd: a lascivious, girl-chasing old man."
2858,loyal,https://www.dictionary.com/browse/loyal,adjective,"faithful to one's sovereign, government, or state: a loyal subject."
2859,light-hearted,https://www.dictionary.com/browse/light-hearted,adjective,carefree; cheerful; merry: a lighthearted laugh.
2860,limitless,https://www.dictionary.com/browse/limitless,adjective,without limit;  boundless: limitless ambition; limitless space.
2861,like-minded,https://www.dictionary.com/browse/like-minded,adjective,"having a similar or identical opinion, disposition, etc.: a like-minded friend."
2862,lustrous,https://www.dictionary.com/browse/lustrous,adjective,having luster; shining; luminous: lustrous eyes.
2863,laconic,https://www.dictionary.com/browse/laconic,adjective,using few words; expressing much in few words; concise: a laconic reply.
2864,lucrative,https://www.dictionary.com/browse/lucrative,adjective,profitable; moneymaking; remunerative: a lucrative business.
2865,magnificent,https://www.dictionary.com/browse/magnificent,adjective,"making a splendid appearance or show; of exceptional beauty, size, etc.: a magnificent cathedral; magnificent scenery."
2866,majestic,https://www.dictionary.com/browse/majestic,adjective,characterized by or possessing majesty;  of lofty dignity or imposing aspect; stately; grand: the majestic alps.
2867,mysterious,https://www.dictionary.com/browse/mysterious,adjective,"full of, characterized by, or involving mystery: a mysterious occurrence."
2868,modern,https://www.dictionary.com/browse/modern,adjective,of or relating to present and recent time; not ancient or remote: modern city life.
2869,magical,https://www.dictionary.com/browse/magical,adjective,produced by or as if by magic: the change in the appearance of the room was magical.
2870,merry,https://www.dictionary.com/browse/merry,adjective,full of cheerfulness or gaiety; joyous in disposition or spirit: a merry little man.
2871,mighty,https://www.dictionary.com/browse/mighty,adjective,"having, characterized by, or showing superior power or strength: mighty rulers."
2872,mellow,https://www.dictionary.com/browse/mellow,adjective,"soft, sweet, and full-flavored from ripeness, as fruit."
2873,miserable,https://www.dictionary.com/browse/miserable,adjective,"wretchedly unhappy, uneasy, or uncomfortable: miserable victims of war."
2874,mischievous,https://www.dictionary.com/browse/mischievous,adjective,"causing annoyance, harm, or trouble."
2875,moist,https://www.dictionary.com/browse/moist,adjective,moderately or slightly wet; damp. 
2876,mild,https://www.dictionary.com/browse/mild,adjective,amiably gentle or temperate in feeling or behavior toward others.
2877,masculine,https://www.dictionary.com/browse/masculine,adjective,pertaining to or characteristic of a man or men: masculine attire.
2878,melodic,https://www.dictionary.com/browse/melodic,adjective,"of or relating to melody,  as distinguished from harmony and rhythm."
2879,massive,https://www.dictionary.com/browse/massive,adjective,consisting of or forming a large mass; bulky and heavy: massive columns.
2880,mature,https://www.dictionary.com/browse/mature,adjective,"complete in natural growth or development, as plant and animal forms: a mature rose bush."
2881,metallic,https://www.dictionary.com/browse/metallic,adjective,"of, relating to, or consisting of metal."
2882,miniature,https://www.dictionary.com/browse/miniature,adjective,"being, on, or represented on a small scale; reduced."
2883,multicolored,https://www.dictionary.com/browse/multicolored,adjective,of several or many colors.
2884,multifaceted,https://www.dictionary.com/browse/multifaceted,adjective,"having many facets, as a gem."
2885,modest,https://www.dictionary.com/browse/modest,adjective,"having or showing a moderate or humble estimate of one's merits, importance, etc.; free from vanity, egotism, boastfulness, or great pretensions."
2886,memorable,https://www.dictionary.com/browse/memorable,adjective,worth remembering; notable: a memorable speech.
2887,marvelous,https://www.dictionary.com/browse/marvelous,adjective,superb; excellent; great: a marvelous show.
2888,mindful,https://www.dictionary.com/browse/mindful,adjective,"attentive, aware, or careful (usually followed by of): mindful of one's responsibilities."
2889,mesmerizing,https://www.dictionary.com/browse/mesmerizing,adjective,"completely engrossing; captivating or fascinating:he spoke to us extemporaneously for at least two hours, weaving a mesmerizing tapestry of wisdom."
2890,moody,https://www.dictionary.com/browse/moody,adjective,"given to gloomy, depressed, or sullen moods;  ill-humored."
2891,mystic,https://www.dictionary.com/browse/mystic,adjective,"involving or characterized by esoteric, otherworldly, or symbolic practices or content, as certain religious ceremonies and art; spiritually significant; ethereal."
2892,mutual,https://www.dictionary.com/browse/mutual,adjective,"possessed, experienced, performed, etc., by each of two or more with respect to the other; reciprocal: to have mutual respect."
2893,mobile,https://www.dictionary.com/browse/mobile,adjective,capable of moving or being moved readily.
2894,malleable,https://www.dictionary.com/browse/malleable,adjective,capable of being extended or shaped by hammering or by pressure from rollers.
2895,meek,https://www.dictionary.com/browse/meek,adjective,"humbly patient or quiet in nature, as under provocation from others."
2896,magnetic,https://www.dictionary.com/browse/magnetic,adjective,of or relating to a magnet  or magnetism. 
2897,mediocre,https://www.dictionary.com/browse/mediocre,adjective,"of only ordinary or moderate quality; neither good nor bad; barely adequate: the car gets only mediocre mileage, but it's fun to drive."
2898,mundane,https://www.dictionary.com/browse/mundane,adjective,of or relating to this world or earth as contrasted with heaven; worldly; earthly: mundane affairs.
2899,mixed,https://www.dictionary.com/browse/mixed,adjective,put together or formed by mixing. 
2900,minute,https://www.dictionary.com/browse/minute,adjective,prepared in a very short time: minute pudding.
2901,musical,https://www.dictionary.com/browse/musical,adjective,"of, relating to, or producing music: a musical instrument."
2902,multidimensional,https://www.dictionary.com/browse/multidimensional,adjective,"having many different facets, elements, or factors: i believe every person is a complex and dynamic multidimensional system.good ceos find order in chaos, tackling multidimensional problems and bringing clarity to issues others may find baffling."
2903,monstrous,https://www.dictionary.com/browse/monstrous,adjective,"frightful or hideous, especially in appearance; extremely ugly."
2904,melancholic,https://www.dictionary.com/browse/melancholic,adjective,disposed to or affected with melancholy; gloomy.
2905,mournful,https://www.dictionary.com/browse/mournful,adjective,feeling or expressing sorrow or grief; sorrowful; sad.
2906,murky,https://www.dictionary.com/browse/murky,adjective,"obscure or thick with mist, haze, etc., as the air."
2907,malicious,https://www.dictionary.com/browse/malicious,adjective,"full of, characterized by, or showing malice;  intentionally harmful; spiteful: malicious gossip."
2908,manly,https://www.dictionary.com/browse/manly,adjective,"having qualities traditionally ascribed to men,  as strength or bravery."
2909,moving,https://www.dictionary.com/browse/moving,adjective,capable of or having movement: a moving object.
2910,muggy,https://www.dictionary.com/browse/muggy,adjective,"(of the atmosphere, weather, etc.) oppressively humid; damp and close."
2911,mountainous,https://www.dictionary.com/browse/mountainous,adjective,abounding in mountains: a mountainous wilderness.
2912,married,https://www.dictionary.com/browse/married,adjective,united in wedlock; wedded: married couples.
2913,malcontent,https://www.dictionary.com/browse/malcontent,adjective,not satisfied or content  with currently prevailing conditions or circumstances.
2914,mirthful,https://www.dictionary.com/browse/mirthful,adjective,joyous; cheerful; jolly; merry: a mirthful laugh.
2915,made-up,https://www.dictionary.com/browse/made-up,adjective,concocted; falsely fabricated or invented: a made-up story.
2916,mortal,https://www.dictionary.com/browse/mortal,adjective,subject to death; having a transitory life: all mortal creatures.
2917,multilateral,https://www.dictionary.com/browse/multilateral,adjective,having several or many sides; many-sided.
2918,macho,https://www.dictionary.com/browse/macho,adjective,"having or characterized by qualities considered manly, especially when manifested in an assertive, self-conscious, or dominating way."
2919,meditative,https://www.dictionary.com/browse/meditative,adjective,"given to, characterized by, or indicative of meditation;  contemplative."
2920,microscopic,https://www.dictionary.com/browse/microscopic,adjective,so small as to be invisible or indistinct without the use of the microscope: microscopic organisms.compare macroscopic. 
2921,moneyed,https://www.dictionary.com/browse/moneyed,adjective,of or relating to the wealthy: moneyed interests.
2922,marbled,https://www.dictionary.com/browse/marbled,adjective,consisting or made of marble.
2923,meandering,https://www.dictionary.com/browse/meandering,adjective,"taking a winding or indirect course: the city of budapest is divided into two parts by the meandering danube river, spanned by several stunning bridges."
2924,magnanimous,https://www.dictionary.com/browse/magnanimous,adjective,generous in forgiving an insult or injury; free from petty resentfulness or vindictiveness: to be magnanimous toward one's enemies.
2925,mutant,https://www.dictionary.com/browse/mutant,adjective,undergoing or resulting from mutation. 
2926,midweek,https://www.dictionary.com/browse/midweek,adjective,"of, relating to, or occurring in the middle of the week: our midweek meals are usually takeout.childcare is provided during midweek bible classes, every tuesday at 6:30 p.m."
2927,mind-blowing,https://www.dictionary.com/browse/mind-blowing,adjective,overwhelming; astounding: spending a week in the jungle was a mind-blowing experience.
2928,misty,https://www.dictionary.com/browse/misty,adjective,abounding in or clouded by mist. 
2929,mouthwatering,https://www.dictionary.com/browse/mouthwatering,adjective,"very appetizing in appearance, aroma, or description: a mouth-watering dessert."
2930,mousy,https://www.dictionary.com/browse/mousy,adjective,"resembling or suggesting a mouse,  as in color or odor."
2931,modish,https://www.dictionary.com/browse/modish,adjective,in the current fashion; stylish. 
2932,monochrome,https://www.dictionary.com/browse/monochrome,adjective,being or made in the shades of a single color: a blue monochrome seascape.
2933,monogamous,https://www.dictionary.com/browse/monogamous,adjective,of or relating to monogamy. 
2934,measured,https://www.dictionary.com/browse/measured,adjective,ascertained or apportioned by measure: the race was over the course of a measured mile.
2935,mainstream,https://www.dictionary.com/browse/mainstream,adjective,"belonging to or characteristic of a principal, dominant, or widely accepted group, movement, style, etc.: mainstream republicans;a mainstream artist;mainstream media."
2936,manifest,https://www.dictionary.com/browse/manifest,adjective,readily perceived by the eye or the understanding; evident; obvious; apparent; plain: a manifest error.
2937,mitigated,https://www.dictionary.com/browse/mitigated,adjective,"lessened in force, severity, or intensity; moderated: he received a mitigated sentence, with parole offered sooner than is customary."
2938,marooned,https://www.dictionary.com/browse/marooned,adjective,"abandoned on a desolate island or coast by way of punishment or the like, as was done by buccaneers: in exchange for food supplies left for them on the island, the marooned mutineers handed over the ship's instruments and charts."
2939,measly,https://www.dictionary.com/browse/measly,adjective,"infected with measles, as an animal or its flesh."
2940,mosaic,https://www.dictionary.com/browse/mosaic,adjective,"pertaining to, resembling, or used for making a mosaic or mosaic work: a mosaic tile."
2941,matchless,https://www.dictionary.com/browse/matchless,adjective,having no equal; peerless; unequaled; incomparable: matchless courage.
2942,monolithic,https://www.dictionary.com/browse/monolithic,adjective,of or relating to a monolith. 
2943,maximal,https://www.dictionary.com/browse/maximal,adjective,of or being a maximum;  greatest possible; highest.
2944,multinational,https://www.dictionary.com/browse/multinational,adjective,"of, relating to, or involving several nations."
2945,muscular,https://www.dictionary.com/browse/muscular,adjective,of or relating to muscle  or the muscles: muscular strain.
2946,meticulous,https://www.dictionary.com/browse/meticulous,adjective,taking or showing extreme care about minute details; precise; thorough: a meticulous craftsman;meticulous personal appearance.
2947,nasty,https://www.dictionary.com/browse/nasty,adjective,physically filthy; disgustingly unclean: a nasty pigsty of a room.
2948,neat,https://www.dictionary.com/browse/neat,adjective,in a pleasingly orderly and clean condition: a neat room.
2949,nice,https://www.dictionary.com/browse/nice,adjective,pleasing; agreeable; delightful: a nice visit.
2950,nifty,https://www.dictionary.com/browse/nifty,adjective,attractively stylish or smart: a nifty new dress for easter.
2951,nimble,https://www.dictionary.com/browse/nimble,adjective,quick and light in movement; moving with ease; agile; active; rapid: nimble feet.
2952,noble,https://www.dictionary.com/browse/noble,adjective,distinguished by rank or title.
2953,noisy,https://www.dictionary.com/browse/noisy,adjective,making much noise: noisy children.
2954,normal,https://www.dictionary.com/browse/normal,adjective,conforming to the standard or the common type; usual; not abnormal; regular; natural. 
2955,nostalgic,https://www.dictionary.com/browse/nostalgic,adjective,"experiencing or exhibiting nostalgia,  a sentimental or wistful yearning for the happiness felt in a former place, time, or situation."
2956,notable,https://www.dictionary.com/browse/notable,adjective,worthy of note or notice; noteworthy: a notable success; a notable theory.
2957,numerous,https://www.dictionary.com/browse/numerous,adjective,very many; being or existing in great quantity: numerous visits; numerous fish.
2958,nutritious,https://www.dictionary.com/browse/nutritious,adjective,"providing nourishment, especially to a high degree; nourishing; healthful: a good, nutritious meal."
2959,natural,https://www.dictionary.com/browse/natural,adjective,existing in or formed by nature (opposed to artificial): a natural bridge.
2960,naughty,https://www.dictionary.com/browse/naughty,adjective,disobedient; mischievous (used especially in speaking to or about children): weren't we naughty not to eat our spinach?
2961,near,https://www.dictionary.com/browse/near,adjective,being close by; not distant: the near fields.
2962,necessary,https://www.dictionary.com/browse/necessary,adjective,"essential, indispensable, or requisite: the rotor is a necessary part of the motor."
2963,needy,https://www.dictionary.com/browse/needy,adjective,"in a condition of need or want; extremely poor and not having the basic necessities: if your car is serviceable, it will be repaired and donated to a needy family."
2964,negative,https://www.dictionary.com/browse/negative,adjective,expressing or containing negation or denial: a negative response to the question.
