latlong,postal_code,postal_sector,postal_district,general_location
"1.3162269,103.9249945",458781,45,15,"Katong, Joo Chiat, Amber Road"
"1.420179,103.83599",760611,76,27,"Yishun, Sembawang"
"1.299136,103.798399",141045,14,3,"Queenstown, Tiong Bahru"
"1.313854,103.824031",259108,25,10,"Ardmore, Bukit Timah, Holland Road, Tanglin"
"1.409719,103.899901",820310,82,19,"Serangoon Garden, Hougang, Punggol"
"1.3957299,103.7437139",680556,68,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.40645,103.908796",823679,82,19,"Serangoon Garden, Hougang, Punggol"
"1.395951,103.744639",680559,68,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.346249,103.860934",359654,35,13,"Macpherson, Braddell"
"1.3142244,103.848304",219600,21,8,Little India
"1.3339589,103.844393",310150,31,12,"Balestier, Toa Payoh, Serangoon"
"1.3205376,103.7627997",120202,12,5,"Pasir Panjang, Hong Leong Garden, Clementi New Town"
"1.3208771,103.8871294",380117,38,14,"Geylang, Eunos"
"1.313328,103.872677",384003,38,14,"Geylang, Eunos"
"1.384523,103.760984",670614,67,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.3695631,103.9564877",510428,51,18,"Tampines, Pasir Ris"
"1.3699549,103.8592214",560564,56,20,"Bishan, Ang Mo Kio"
"1.319456,103.908018",416736,41,14,"Geylang, Eunos"
"1.368838,103.752586",658326,65,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.334289,103.938127",460100,46,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.32714,103.84997",329599,32,12,"Balestier, Toa Payoh, Serangoon"
"1.386027,103.762722",670621,67,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.306175,103.835371",229052,22,9,"Orchard, Cairnhill, River Valley"
"1.3341906,103.8527235",310069,31,12,"Balestier, Toa Payoh, Serangoon"
"1.354048,103.954229",520210,52,18,"Tampines, Pasir Ris"
"1.381053,103.770877",674442,67,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.355765,103.828074",578843,57,20,"Bishan, Ang Mo Kio"
"1.3733172,103.895332",530408,53,19,"Serangoon Garden, Hougang, Punggol"
"1.3959824,103.7497278",680790,68,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.385498,103.759659",670626,67,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.348856,103.771842",587975,58,21,"Upper Bukit Timah, Clementi Park, Ulu Pandan"
"1.447567,103.800396",730779,73,25,"Kranji, Woodgrove"
"1.325559,103.851775",329505,32,12,"Balestier, Toa Payoh, Serangoon"
"1.375086,103.769425",670137,67,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.3227174,103.9034061",400013,40,14,"Geylang, Eunos"
"1.3962889,103.907121",820112,82,19,"Serangoon Garden, Hougang, Punggol"
"1.433338,103.83597",760219,76,27,"Yishun, Sembawang"
"1.363219,103.749515",650340,65,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.32783,103.847532",329137,32,12,"Balestier, Toa Payoh, Serangoon"
"1.277181,103.842992",081007,08,2,"Anson, Tanjong Pagar"
"1.386535,103.902112",543123,54,19,"Serangoon Garden, Hougang, Punggol"
"1.34516,103.847946",570102,57,20,"Bishan, Ang Mo Kio"
"1.3758848,103.8910807",530532,53,19,"Serangoon Garden, Hougang, Punggol"
"1.3318329,103.9131117",470608,47,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.393922,103.879355",NIL,NI,,
"1.305223,103.862775",190467,19,7,"Middle Road, Golden Mile"
"1.309907,103.787271",270017,27,10,"Ardmore, Bukit Timah, Holland Road, Tanglin"
"1.313755,103.836031",258129,25,10,"Ardmore, Bukit Timah, Holland Road, Tanglin"
"1.374063,103.873292",550537,55,19,"Serangoon Garden, Hougang, Punggol"
"1.397055,103.879169",790470,79,28,Seletar
"1.385503,103.894588",542271,54,19,"Serangoon Garden, Hougang, Punggol"
"1.431189,103.779234",730323,73,25,"Kranji, Woodgrove"
"1.370172,103.885515",530609,53,19,"Serangoon Garden, Hougang, Punggol"
"1.395042,103.903841",544188,54,19,"Serangoon Garden, Hougang, Punggol"
"1.359709,103.845988",573974,57,20,"Bishan, Ang Mo Kio"
"1.322752,103.851972",329727,32,12,"Balestier, Toa Payoh, Serangoon"
"1.359464,103.938858",524523,52,18,"Tampines, Pasir Ris"
"1.314252,103.891594",399849,39,14,"Geylang, Eunos"
"1.356406,103.861593",555224,55,19,"Serangoon Garden, Hougang, Punggol"
"1.3658752,103.9542235",510124,51,18,"Tampines, Pasir Ris"
"1.3053773,103.9072117",424247,42,15,"Katong, Joo Chiat, Amber Road"
"1.3207865,103.8542009",320100,32,12,"Balestier, Toa Payoh, Serangoon"
"1.3259021,103.8867935",370061,37,13,"Macpherson, Braddell"
"1.3643965,103.8323741",575574,57,20,"Bishan, Ang Mo Kio"
"1.43944,103.838945",760283,76,27,"Yishun, Sembawang"
"1.4333072,103.8275806",761115,76,27,"Yishun, Sembawang"
"1.376088,103.901001",532473,53,19,"Serangoon Garden, Hougang, Punggol"
"1.388252,103.837849",788810,78,26,"Upper Thomson, Springleaf"
"1.426116,103.843633",760349,76,27,"Yishun, Sembawang"
"1.294513,103.804302",140148,14,3,"Queenstown, Tiong Bahru"
"1.376343,103.841412",560154,56,20,"Bishan, Ang Mo Kio"
"1.366725,103.868676",557320,55,19,"Serangoon Garden, Hougang, Punggol"
"1.341342,103.737806",600231,60,22,Jurong
"1.287867,103.81674",151073,15,3,"Queenstown, Tiong Bahru"
"1.442975,103.804017",730795,73,25,"Kranji, Woodgrove"
"1.298662,103.851787",180261,18,7,"Middle Road, Golden Mile"
"1.3546485,103.7225359",640408,64,22,Jurong
"1.369718,103.947241",512525,51,18,"Tampines, Pasir Ris"
"1.3399634,103.7415283",600234,60,22,Jurong
"1.3711358,103.7691733",679713,67,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.34182,103.854344",310214,31,12,"Balestier, Toa Payoh, Serangoon"
"1.350582,103.939199",520907,52,18,"Tampines, Pasir Ris"
"1.329166,103.886",370035,37,13,"Macpherson, Braddell"
"1.4290883,103.7733354",730409,73,25,"Kranji, Woodgrove"
"1.349726,103.852424",570185,57,20,"Bishan, Ang Mo Kio"
"1.3112068,103.9333999",449303,44,15,"Katong, Joo Chiat, Amber Road"
"1.3913358,103.83648",789100,78,26,"Upper Thomson, Springleaf"
"1.290025,103.839156",238252,23,9,"Orchard, Cairnhill, River Valley"
"1.366209,103.841368",560216,56,20,"Bishan, Ang Mo Kio"
"1.34268,103.697004",641712,64,22,Jurong
"1.436594,103.8022798",730635,73,25,"Kranji, Woodgrove"
"1.375273,103.890106",530530,53,19,"Serangoon Garden, Hougang, Punggol"
"1.345417,103.696418",640816,64,22,Jurong
"1.4332712,103.8425676",761316,76,27,"Yishun, Sembawang"
"1.334468,103.9379148",460101,46,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.3391546,103.8774097",367831,36,13,"Macpherson, Braddell"
"1.3526922,103.9571651",520312,52,18,"Tampines, Pasir Ris"
"1.282451,103.82647",163118,16,3,"Queenstown, Tiong Bahru"
"1.345763,103.698569",640731,64,22,Jurong
"1.303174,103.911764",440032,44,15,"Katong, Joo Chiat, Amber Road"
"1.3086699,103.8823276",391012,39,14,"Geylang, Eunos"
"1.346709,103.719864",640514,64,22,Jurong
"1.4432194,103.7984983",730732,73,25,"Kranji, Woodgrove"
"1.318524,103.906425",417771,41,14,"Geylang, Eunos"
"1.311252,103.908377",425446,42,15,"Katong, Joo Chiat, Amber Road"
"1.4308674,103.8337198",760150,76,27,"Yishun, Sembawang"
"1.4290591,103.8323857",760737,76,27,"Yishun, Sembawang"
"1.366724,103.895111",530307,53,19,"Serangoon Garden, Hougang, Punggol"
"1.370259,103.886216",530607,53,19,"Serangoon Garden, Hougang, Punggol"
"1.315474,103.840434",307955,30,11,"Watten Estate, Novena, Thomson"
"1.32073,103.861588",322103,32,12,"Balestier, Toa Payoh, Serangoon"
"1.308202,103.899853",438873,43,15,"Katong, Joo Chiat, Amber Road"
"1.3586461,103.8767768",548952,54,19,"Serangoon Garden, Hougang, Punggol"
"1.347499,103.86438",358153,35,13,"Macpherson, Braddell"
"1.3736341,103.8875986",530503,53,19,"Serangoon Garden, Hougang, Punggol"
"1.3658343,103.8790316",547085,54,19,"Serangoon Garden, Hougang, Punggol"
"1.44639,103.800265",736786,73,25,"Kranji, Woodgrove"
"1.354706,103.889287",530110,53,19,"Serangoon Garden, Hougang, Punggol"
"1.383105,103.767524",670411,67,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.316847,103.910056",426235,42,15,"Katong, Joo Chiat, Amber Road"
"1.347201,103.952406",520281,52,18,"Tampines, Pasir Ris"
"1.4533699,103.8160018",750405,75,27,"Yishun, Sembawang"
"1.2882028,103.8123782",150051,15,3,"Queenstown, Tiong Bahru"
"1.344368,103.705814",641679,64,22,Jurong
"1.342797,103.698357",640635,64,22,Jurong
"1.386241,103.770598",670431,67,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.332609,103.88634",368237,36,13,"Macpherson, Braddell"
"1.30192,103.884027",431004,43,15,"Katong, Joo Chiat, Amber Road"
"1.407633,103.900603",820308,82,19,"Serangoon Garden, Hougang, Punggol"
"1.3720758,103.8526491",561588,56,20,"Bishan, Ang Mo Kio"
"1.441913,103.778176",730015,73,25,"Kranji, Woodgrove"
"1.366054,103.8784016",547038,54,19,"Serangoon Garden, Hougang, Punggol"
"1.36152,103.855074",560404,56,20,"Bishan, Ang Mo Kio"
"1.3689883,103.7694116",679299,67,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.3774909,103.9414184",519944,51,18,"Tampines, Pasir Ris"
"1.295456,103.811861",142089,14,3,"Queenstown, Tiong Bahru"
"1.326209,103.84915",329810,32,12,"Balestier, Toa Payoh, Serangoon"
"1.379566,103.936938",510737,51,18,"Tampines, Pasir Ris"
"1.380352,103.889079",530561,53,19,"Serangoon Garden, Hougang, Punggol"
"1.3884049,103.873819",791404,79,28,Seletar
"1.345201,103.747227",650297,65,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.4220448,103.8317241",760782,76,27,"Yishun, Sembawang"
"1.321891,103.945169",469298,46,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.3663492,103.7523799",650395,65,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.308322,103.863138",208766,20,8,Little India
"1.3492585,103.8884853",539174,53,19,"Serangoon Garden, Hougang, Punggol"
"1.433935,103.785723",730363,73,25,"Kranji, Woodgrove"
"1.3665524,103.8721579",550125,55,19,"Serangoon Garden, Hougang, Punggol"
"1.371843,103.94406",518213,51,18,"Tampines, Pasir Ris"
"1.3735204,103.8798173",530940,53,19,"Serangoon Garden, Hougang, Punggol"
"1.3143265,103.8440711",307788,30,11,"Watten Estate, Novena, Thomson"
"1.381969,103.862036",808174,80,28,Seletar
"1.3642678,103.9730234",507870,50,17,"Loyang, Changi"
"1.3879744,103.766105",670519,67,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.430392,103.789909",733571,73,25,"Kranji, Woodgrove"
"1.3136959,103.8898106",398069,39,14,"Geylang, Eunos"
"1.2833222,103.7860358",117697,11,5,"Pasir Panjang, Hong Leong Garden, Clementi New Town"
"1.2992741,103.8932002",438457,43,15,"Katong, Joo Chiat, Amber Road"
"1.304404,103.837683",229657,22,9,"Orchard, Cairnhill, River Valley"
"1.3428709,103.76882",598368,59,21,"Upper Bukit Timah, Clementi Park, Ulu Pandan"
"1.306581,103.901102",424887,42,15,"Katong, Joo Chiat, Amber Road"
"1.2771961,103.8212532",091017,09,4,"Telok Blangah, Harbourfront"
"1.376436,103.894771",530417,53,19,"Serangoon Garden, Hougang, Punggol"
"1.3811927,103.8422719",560633,56,20,"Bishan, Ang Mo Kio"
"1.370104,103.954531",510424,51,18,"Tampines, Pasir Ris"
"1.353044,103.957633",521311,52,18,"Tampines, Pasir Ris"
"1.353038,103.865481",550314,55,19,"Serangoon Garden, Hougang, Punggol"
"1.3656127,103.9599107",510185,51,18,"Tampines, Pasir Ris"
"1.3356176,103.884863",369646,36,13,"Macpherson, Braddell"
"1.29069,103.803848",140171,14,3,"Queenstown, Tiong Bahru"
"1.440879,103.802648",732683,73,25,"Kranji, Woodgrove"
"1.336244,103.881127",360017,36,13,"Macpherson, Braddell"
"1.342174,103.9504259",520107,52,18,"Tampines, Pasir Ris"
"1.344532,103.738922",600257,60,22,Jurong
"1.292123,103.816051",247965,24,10,"Ardmore, Bukit Timah, Holland Road, Tanglin"
"1.385016,103.769585",670422,67,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.378124,103.839341",560614,56,20,"Bishan, Ang Mo Kio"
"1.272323,103.63316",636954,63,22,Jurong
"1.3533088,103.8657818",550312,55,19,"Serangoon Garden, Hougang, Punggol"
"1.359255,103.829924",570453,57,20,"Bishan, Ang Mo Kio"
"1.336675,103.922496",470713,47,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.4565102,103.8152435",751484,75,27,"Yishun, Sembawang"
"1.328576,103.869249",347848,34,13,"Macpherson, Braddell"
"1.353593,103.702951",644275,64,22,Jurong
"1.324812,103.9100036",410108,41,14,"Geylang, Eunos"
"1.3606413,103.8641076",558738,55,19,"Serangoon Garden, Hougang, Punggol"
"1.333773,103.72199",610181,61,22,Jurong
"1.321342,103.887259",380115,38,14,"Geylang, Eunos"
"1.3828857,103.9370832",510715,51,18,"Tampines, Pasir Ris"
"1.381222,103.73999",680428,68,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.376162,103.74104",684490,68,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.33386,103.912949",470137,47,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.337197,103.857012",310010,31,12,"Balestier, Toa Payoh, Serangoon"
"1.3519414,103.8395451",575743,57,20,"Bishan, Ang Mo Kio"
"1.3440044,103.8834729",538285,53,19,"Serangoon Garden, Hougang, Punggol"
"1.3666595,103.8432659",560206,56,20,"Bishan, Ang Mo Kio"
"1.36724,103.836627",560234,56,20,"Bishan, Ang Mo Kio"
"1.3998255,103.9112223",823623,82,19,"Serangoon Garden, Hougang, Punggol"
"1.3579429,103.880657",548078,54,19,"Serangoon Garden, Hougang, Punggol"
"1.3565775,103.9339256",520729,52,18,"Tampines, Pasir Ris"
"1.340464,103.716692",648923,64,22,Jurong
"1.293185,103.840236",238008,23,9,"Orchard, Cairnhill, River Valley"
"1.330146,103.910393",470110,47,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.387972,103.902292",541124,54,19,"Serangoon Garden, Hougang, Punggol"
"1.3538489,103.8426346",576120,57,20,"Bishan, Ang Mo Kio"
"1.359392,103.768029",678783,67,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.3725038,103.8873743",530507,53,19,"Serangoon Garden, Hougang, Punggol"
"1.312329,103.788357",270006,27,10,"Ardmore, Bukit Timah, Holland Road, Tanglin"
"1.3195904,103.9490905",466082,46,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.4345675,103.7887906",730512,73,25,"Kranji, Woodgrove"
"1.368179,103.8891748",536900,53,19,"Serangoon Garden, Hougang, Punggol"
"1.395649,103.89498",541262,54,19,"Serangoon Garden, Hougang, Punggol"
"1.325422,103.885575",370048,37,13,"Macpherson, Braddell"
"1.397673,103.751356",689093,68,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.3215084,103.9407175",460042,46,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.4466917,103.8178327",750330,75,27,"Yishun, Sembawang"
"1.4312721,103.8341639",760153,76,27,"Yishun, Sembawang"
"1.318564,103.940831",467518,46,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.308898,103.783647",272030,27,10,"Ardmore, Bukit Timah, Holland Road, Tanglin"
"1.4374897,103.7923736",738853,73,25,"Kranji, Woodgrove"
"1.380349,103.740211",680406,68,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.368174,103.867378",557299,55,19,"Serangoon Garden, Hougang, Punggol"
"1.394748,103.877108",791432,79,28,Seletar
"1.347915,103.753912",650222,65,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.401614,103.895171",822220,82,19,"Serangoon Garden, Hougang, Punggol"
"1.3890308,103.8733878",791403,79,28,Seletar
"1.3885095,103.7416106",680508,68,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.339768,103.744045",604288,60,22,Jurong
"1.274435,103.827263",090111,09,4,"Telok Blangah, Harbourfront"
"1.3720419,103.8421784",560134,56,20,"Bishan, Ang Mo Kio"
"1.3689071,103.855569",560451,56,20,"Bishan, Ang Mo Kio"
"1.330322,103.931069",460413,46,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.3623298,103.7470572",650325,65,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.3765578,103.8901894",530535,53,19,"Serangoon Garden, Hougang, Punggol"
"1.315252,103.853615",218401,21,8,Little India
"1.3107794,103.8534397",218308,21,8,Little India
"1.373792,103.895067",530409,53,19,"Serangoon Garden, Hougang, Punggol"
"1.30596,103.836262",228511,22,9,"Orchard, Cairnhill, River Valley"
"1.389373,103.9037",540140,54,19,"Serangoon Garden, Hougang, Punggol"
"1.326423,103.941774",460183,46,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.338925,103.87638",367828,36,13,"Macpherson, Braddell"
"1.3560646,103.8880572",537961,53,19,"Serangoon Garden, Hougang, Punggol"
"1.307875,103.831058",229543,22,9,"Orchard, Cairnhill, River Valley"
"1.274243,103.844214",079717,07,2,"Anson, Tanjong Pagar"
"1.361575,103.951045",525496,52,18,"Tampines, Pasir Ris"
"1.370115,103.897239",530364,53,19,"Serangoon Garden, Hougang, Punggol"
"1.309322,103.920386",457853,45,15,"Katong, Joo Chiat, Amber Road"
"1.393531,103.894507",542261,54,19,"Serangoon Garden, Hougang, Punggol"
"1.3636654,103.9726317",507811,50,17,"Loyang, Changi"
"1.3800061,103.7541712",680009,68,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.4145634,103.8331024",760829,76,27,"Yishun, Sembawang"
"1.422542,103.847371",761428,76,27,"Yishun, Sembawang"
"1.314832,103.841969",307990,30,11,"Watten Estate, Novena, Thomson"
"1.344868,103.745653",651194,65,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.402064,103.901843",822273,82,19,"Serangoon Garden, Hougang, Punggol"
"1.315439,103.877213",387298,38,14,"Geylang, Eunos"
"1.352367,103.851793",573908,57,20,"Bishan, Ang Mo Kio"
"1.287703,103.838658",160009,16,3,"Queenstown, Tiong Bahru"
"1.356387,103.939267",524518,52,18,"Tampines, Pasir Ris"
"1.351956,103.753659",650505,65,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.3394362,103.7201829",610352,61,22,Jurong
"1.347209,103.753496",650216,65,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.404046,103.7471097",682684,68,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.295318,103.806194",NIL,NI,,
"1.334214,103.868032",350106,35,13,"Macpherson, Braddell"
"1.34365,103.756675",653290,65,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.281709,103.785281",118904,11,5,"Pasir Panjang, Hong Leong Garden, Clementi New Town"
"1.376994,103.895989",530457,53,19,"Serangoon Garden, Hougang, Punggol"
"1.354373,103.931773",521871,52,18,"Tampines, Pasir Ris"
"1.31492,103.839972",307997,30,11,"Watten Estate, Novena, Thomson"
"1.32275,103.9425909",NIL,NI,,
"1.371244,103.843497",560127,56,20,"Bishan, Ang Mo Kio"
"1.336367,103.93437",470762,47,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.308661,103.905265",423720,42,15,"Katong, Joo Chiat, Amber Road"
"1.3073545,103.86042",200801,20,8,Little India
"1.426573,103.829741",760724,76,27,"Yishun, Sembawang"
"1.3732959,103.8327755",568015,56,20,"Bishan, Ang Mo Kio"
"1.393125,103.895591",541260,54,19,"Serangoon Garden, Hougang, Punggol"
"1.412522,103.90012",823326,82,19,"Serangoon Garden, Hougang, Punggol"
"1.336916,103.701804",642659,64,22,Jurong
"1.326935,103.849815",329585,32,12,"Balestier, Toa Payoh, Serangoon"
"1.356396,103.890502",530240,53,19,"Serangoon Garden, Hougang, Punggol"
"1.323347,103.881677",380125,38,14,"Geylang, Eunos"
"1.3379404,103.7006619",640609,64,22,Jurong
"1.380719,103.748232",680206,68,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.36622,103.89496",530309,53,19,"Serangoon Garden, Hougang, Punggol"
"1.335346,103.849147",311080,31,12,"Balestier, Toa Payoh, Serangoon"
"1.33601,103.720358",610361,61,22,Jurong
"1.321015,103.938651",460038,46,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.358809,103.945147",520408,52,18,"Tampines, Pasir Ris"
"1.3143003,103.8825381",388298,38,14,"Geylang, Eunos"
"1.3085941,103.9006551",429679,42,15,"Katong, Joo Chiat, Amber Road"
"1.375409,103.888364",533698,53,19,"Serangoon Garden, Hougang, Punggol"
"1.398146,103.908023",823175,82,19,"Serangoon Garden, Hougang, Punggol"
"1.374876,103.873266",550538,55,19,"Serangoon Garden, Hougang, Punggol"
"1.348984,103.848036",570503,57,20,"Bishan, Ang Mo Kio"
"1.299648,103.88872",438044,43,15,"Katong, Joo Chiat, Amber Road"
"1.3380706,103.6993139",640606,64,22,Jurong
"1.289683,103.815141",151063,15,3,"Queenstown, Tiong Bahru"
"1.340132,103.849105",310104,31,12,"Balestier, Toa Payoh, Serangoon"
"1.3607708,103.8450674",570240,57,20,"Bishan, Ang Mo Kio"
"1.3395912,103.9539531",489511,48,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.344612,103.768568",598671,59,21,"Upper Bukit Timah, Clementi Park, Ulu Pandan"
"1.346441,103.709107",640174,64,22,Jurong
"1.339734,103.721876",612341,61,22,Jurong
"1.378547,103.750897",680114,68,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.3825205,103.7525995",680003,68,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.329448,103.935455",460139,46,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.3734052,103.7738731",670205,67,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.340487,103.848121",310106,31,12,"Balestier, Toa Payoh, Serangoon"
"1.321294,103.85495",320097,32,12,"Balestier, Toa Payoh, Serangoon"
"1.334035,103.918253",470620,47,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.3084029,103.9116574",428323,42,15,"Katong, Joo Chiat, Amber Road"
"1.3300445,103.9240958",460545,46,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
