latlong,postal_code,postal_sector,postal_district,general_location
"1.335581,103.694573",643990,64,22,Jurong
"1.380975,103.748555",680205,68,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.4310281,103.831765",760145,76,27,"Yishun, Sembawang"
"1.379283,103.745429",680250,68,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.314484,103.846013",219013,21,8,Little India
"1.3999,103.908863",820193,82,19,"Serangoon Garden, Hougang, Punggol"
"1.3148629,103.881296",387507,38,14,"Geylang, Eunos"
"1.341919,103.739178",600247,60,22,Jurong
"1.339835,103.700638",640613,64,22,Jurong
"1.3528691,103.7260113",640414,64,22,Jurong
"1.293235,103.810683",142058,14,3,"Queenstown, Tiong Bahru"
"1.347751,103.931698",520895,52,18,"Tampines, Pasir Ris"
"1.338482,103.847776",310097,31,12,"Balestier, Toa Payoh, Serangoon"
"1.4428789,103.7976731",730731,73,25,"Kranji, Woodgrove"
"1.3735308,103.9585616",510465,51,18,"Tampines, Pasir Ris"
"1.316894,103.913852",426140,42,15,"Katong, Joo Chiat, Amber Road"
"1.3031916,103.9142956",440018,44,15,"Katong, Joo Chiat, Amber Road"
"1.324885,103.926125",461035,46,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.3621474,103.8854105",548008,54,19,"Serangoon Garden, Hougang, Punggol"
"1.341798,103.694001",640707,64,22,Jurong
"1.3229133,103.9040581",400016,40,14,"Geylang, Eunos"
"1.3547429,103.8818723",539591,53,19,"Serangoon Garden, Hougang, Punggol"
"1.349532,103.861224",554888,55,19,"Serangoon Garden, Hougang, Punggol"
"1.32979,103.928503",460426,46,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.31236,103.885057",398484,39,14,"Geylang, Eunos"
"1.4217541,103.8399255",760660,76,27,"Yishun, Sembawang"
"1.302964,103.898819",437831,43,15,"Katong, Joo Chiat, Amber Road"
"1.355613,103.878381",548173,54,19,"Serangoon Garden, Hougang, Punggol"
"1.3618349,103.844131",570251,57,20,"Bishan, Ang Mo Kio"
"1.304317,103.899976",437690,43,15,"Katong, Joo Chiat, Amber Road"
"1.3249965,103.8630413",320023,32,12,"Balestier, Toa Payoh, Serangoon"
"1.3237805,103.840735",308716,30,11,"Watten Estate, Novena, Thomson"
"1.3140722,103.8800548",388352,38,14,"Geylang, Eunos"
"1.335694,103.695451",644989,64,22,Jurong
"1.374063,103.89518",530411,53,19,"Serangoon Garden, Hougang, Punggol"
"1.3566609,103.8661662",558941,55,19,"Serangoon Garden, Hougang, Punggol"
"1.37242,103.883999",530672,53,19,"Serangoon Garden, Hougang, Punggol"
"1.392601,103.873219",792447,79,28,Seletar
"1.361759,103.85444",560404,56,20,"Bishan, Ang Mo Kio"
"1.316146,103.845538",309459,30,11,"Watten Estate, Novena, Thomson"
"1.323228,103.889405",371083,37,13,"Macpherson, Braddell"
"1.3448945,103.8717327",539063,53,19,"Serangoon Garden, Hougang, Punggol"
"1.33887,103.849003",310095,31,12,"Balestier, Toa Payoh, Serangoon"
"1.447829,103.800074",730776,73,25,"Kranji, Woodgrove"
"1.349683,103.945939",521164,52,18,"Tampines, Pasir Ris"
"1.319284,103.749595",600405,60,22,Jurong
"1.395208,103.749069",680792,68,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.4425584,103.8010008",730720,73,25,"Kranji, Woodgrove"
"1.351547,103.881843",538755,53,19,"Serangoon Garden, Hougang, Punggol"
"1.3359301,103.725568",618647,61,22,Jurong
"1.3471184,103.9381992",520801,52,18,"Tampines, Pasir Ris"
"1.2787153,103.8270106",160135,16,3,"Queenstown, Tiong Bahru"
"1.3494984,103.9472401",521163,52,18,"Tampines, Pasir Ris"
"1.3309592,103.9098223",470120,47,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.313082,103.923551",458278,45,15,"Katong, Joo Chiat, Amber Road"
"1.3757856,103.894627",530420,53,19,"Serangoon Garden, Hougang, Punggol"
"1.305367,103.800098",140093,14,3,"Queenstown, Tiong Bahru"
"1.364914,103.752099",650388,65,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.309614,103.924914",458553,45,15,"Katong, Joo Chiat, Amber Road"
"1.434619,103.8315959",761124,76,27,"Yishun, Sembawang"
"1.298709,103.839168",239529,23,9,"Orchard, Cairnhill, River Valley"
"1.3208104,103.7415654",600044,60,22,Jurong
"1.391895,103.89193",543322,54,19,"Serangoon Garden, Hougang, Punggol"
"1.3881,103.771127",670458,67,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.3145118,103.9304426",456497,45,15,"Katong, Joo Chiat, Amber Road"
"1.3446304,103.7022498",641674,64,22,Jurong
"1.327036,103.843712",329363,32,12,"Balestier, Toa Payoh, Serangoon"
"1.444239,103.797443",730738,73,25,"Kranji, Woodgrove"
"1.4294141,103.8323582",760738,76,27,"Yishun, Sembawang"
"1.357829,103.947535",520420,52,18,"Tampines, Pasir Ris"
"1.341836,103.7400365",600246,60,22,Jurong
"1.331,103.938101",460116,46,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.431851,103.836331",760213,76,27,"Yishun, Sembawang"
"1.404741,103.907617",824612,82,19,"Serangoon Garden, Hougang, Punggol"
"1.340397,103.689844",640924,64,22,Jurong
"1.3261378,103.8589519",320027,32,12,"Balestier, Toa Payoh, Serangoon"
"1.362842,103.835617",570410,57,20,"Bishan, Ang Mo Kio"
"1.4301299,103.791005",731571,73,25,"Kranji, Woodgrove"
"1.375109,103.957741",511476,51,18,"Tampines, Pasir Ris"
"1.350854,103.704792",643272,64,22,Jurong
"1.368323,103.865368",557210,55,19,"Serangoon Garden, Hougang, Punggol"
"1.3672187,103.878876",545132,54,19,"Serangoon Garden, Hougang, Punggol"
"1.344195,103.8743127",538970,53,19,"Serangoon Garden, Hougang, Punggol"
"1.378905,103.757123",680155,68,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.286338,103.82962",160010,16,3,"Queenstown, Tiong Bahru"
"1.3420893,103.8491297",310203,31,12,"Balestier, Toa Payoh, Serangoon"
"1.2887278,103.8136455",150053,15,3,"Queenstown, Tiong Bahru"
"1.328009,103.925604",461042,46,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.362096,103.8536869",560406,56,20,"Bishan, Ang Mo Kio"
"1.367669,103.871427",550119,55,19,"Serangoon Garden, Hougang, Punggol"
"1.281133,103.843327",050005,05,1,"Raffles Place, Cecil, Marina, People's Park"
"1.3444644,103.7046901",643681,64,22,Jurong
"1.342425,103.9495182",520111,52,18,"Tampines, Pasir Ris"
"1.4351868,103.8391565",760259,76,27,"Yishun, Sembawang"
"1.3787609,103.8794999",530969,53,19,"Serangoon Garden, Hougang, Punggol"
"1.3703185,103.8897048",530835,53,19,"Serangoon Garden, Hougang, Punggol"
"1.403396,103.906947",821602,82,19,"Serangoon Garden, Hougang, Punggol"
"1.3933572,103.9097454",820130,82,19,"Serangoon Garden, Hougang, Punggol"
"1.34917,103.941383",520940,52,18,"Tampines, Pasir Ris"
"1.393902,103.875449",790453,79,28,Seletar
"1.377145,103.73879",681488,68,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.378318,103.752947",680108,68,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.323849,103.849392",308166,30,11,"Watten Estate, Novena, Thomson"
"1.367137,103.963749",510257,51,18,"Tampines, Pasir Ris"
"1.44067,103.775749",730001,73,25,"Kranji, Woodgrove"
"1.339821,103.846152",310122,31,12,"Balestier, Toa Payoh, Serangoon"
"1.293049,103.826925",248371,24,10,"Ardmore, Bukit Timah, Holland Road, Tanglin"
"1.313485,103.848452",219384,21,8,Little India
"1.3156478,103.8499739",210041,21,8,Little India
"1.3846634,103.7404465",680436,68,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.321169,103.936211",460014,46,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.4336921,103.8004802",730626,73,25,"Kranji, Woodgrove"
"1.343637,103.772753",597970,59,21,"Upper Bukit Timah, Clementi Park, Ulu Pandan"
"1.336919,103.853967",310047,31,12,"Balestier, Toa Payoh, Serangoon"
"1.3612933,103.8516908",560333,56,20,"Bishan, Ang Mo Kio"
"1.45189,103.8157049",750471,75,27,"Yishun, Sembawang"
"1.312651,103.886314",398361,39,14,"Geylang, Eunos"
"1.3765623,103.9004999",530473,53,19,"Serangoon Garden, Hougang, Punggol"
"1.403103,103.747789",680670,68,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.374477,103.775674",670212,67,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.3482045,103.8765353",550425,55,19,"Serangoon Garden, Hougang, Punggol"
"1.336517,103.700759",642658,64,22,Jurong
"1.3739031,103.8738489",550535,55,19,"Serangoon Garden, Hougang, Punggol"
"1.350657,103.937465",524842,52,18,"Tampines, Pasir Ris"
"1.332217,103.88631",360081,36,13,"Macpherson, Braddell"
"1.3122157,103.8833463",398623,39,14,"Geylang, Eunos"
"1.4217481,103.8373835",760644,76,27,"Yishun, Sembawang"
"1.364331,103.886614",547826,54,19,"Serangoon Garden, Hougang, Punggol"
"1.319695,103.944981",460167,46,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.351938,103.837288",570320,57,20,"Bishan, Ang Mo Kio"
"1.438964,103.804065",731694,73,25,"Kranji, Woodgrove"
"1.3544115,103.7226397",640406,64,22,Jurong
"1.2908634,103.8380267",238212,23,9,"Orchard, Cairnhill, River Valley"
"1.330951,103.858203",310194,31,12,"Balestier, Toa Payoh, Serangoon"
"1.337857,103.856446",310008,31,12,"Balestier, Toa Payoh, Serangoon"
"1.30972,103.880841",399915,39,14,"Geylang, Eunos"
"1.376769,103.878167",530954,53,19,"Serangoon Garden, Hougang, Punggol"
"1.362043,103.830378",579978,57,20,"Bishan, Ang Mo Kio"
"1.3039217,103.8650578",190002,19,7,"Middle Road, Golden Mile"
"1.275534,103.844514",079332,07,2,"Anson, Tanjong Pagar"
"1.401014,103.747439",681673,68,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.376304,103.83687",560178,56,20,"Bishan, Ang Mo Kio"
"1.385161,103.899315",543211,54,19,"Serangoon Garden, Hougang, Punggol"
"1.3662455,103.8734406",554340,55,19,"Serangoon Garden, Hougang, Punggol"
"1.291818,103.84065",239013,23,9,"Orchard, Cairnhill, River Valley"
"1.324592,103.858153",320075,32,12,"Balestier, Toa Payoh, Serangoon"
"1.3026421,103.8909787",436760,43,15,"Katong, Joo Chiat, Amber Road"
"1.4314929,103.778979",730322,73,25,"Kranji, Woodgrove"
"1.3620471,103.8652015",556478,55,19,"Serangoon Garden, Hougang, Punggol"
"1.289207,103.804849",159962,15,3,"Queenstown, Tiong Bahru"
"1.3779189,103.934852",510750,51,18,"Tampines, Pasir Ris"
"1.3390193,103.7210517",610354,61,22,Jurong
"1.3163266,103.9427657",467198,46,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.337371,103.72435",610321,61,22,Jurong
"1.325819,103.902049",400336,40,14,"Geylang, Eunos"
"1.322727,103.866238",330045,33,12,"Balestier, Toa Payoh, Serangoon"
"1.356988,103.93866",522515,52,18,"Tampines, Pasir Ris"
"1.377996,103.8883649",530570,53,19,"Serangoon Garden, Hougang, Punggol"
"1.395841,103.747652",682787,68,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.3767403,103.8789596",530956,53,19,"Serangoon Garden, Hougang, Punggol"
"1.284607,103.8466495",048660,04,1,"Raffles Place, Cecil, Marina, People's Park"
"1.34409,103.713611",642197,64,22,Jurong
"1.39988,103.909466",820192,82,19,"Serangoon Garden, Hougang, Punggol"
"1.327522,103.911584",417611,41,14,"Geylang, Eunos"
"1.275898,103.807227",102092,10,4,"Telok Blangah, Harbourfront"
"1.31239,103.842492",228645,22,9,"Orchard, Cairnhill, River Valley"
"1.337046,103.851358",310057,31,12,"Balestier, Toa Payoh, Serangoon"
"1.340045,103.845214",310117,31,12,"Balestier, Toa Payoh, Serangoon"
"1.3289971,103.8868353",370036,37,13,"Macpherson, Braddell"
"1.3363302,103.8492944",310085,31,12,"Balestier, Toa Payoh, Serangoon"
"1.3776634,103.9351858",510744,51,18,"Tampines, Pasir Ris"
"1.419387,103.835215",760617,76,27,"Yishun, Sembawang"
"1.3121503,103.8738257",381112,38,14,"Geylang, Eunos"
"1.3619118,103.8750341",547893,54,19,"Serangoon Garden, Hougang, Punggol"
"1.3196158,103.7424479",600035,60,22,Jurong
"1.357625,103.84197",570268,57,20,"Bishan, Ang Mo Kio"
"1.372969,103.899163",530357,53,19,"Serangoon Garden, Hougang, Punggol"
"1.362765,103.832646",570402,57,20,"Bishan, Ang Mo Kio"
"1.38665,103.904662",540121,54,19,"Serangoon Garden, Hougang, Punggol"
"1.3173357,103.7750255",594001,59,21,"Upper Bukit Timah, Clementi Park, Ulu Pandan"
"1.334024,103.871579",341108,34,13,"Macpherson, Braddell"
"1.355298,103.959624",529237,52,18,"Tampines, Pasir Ris"
"1.3613379,103.8426495",570256,57,20,"Bishan, Ang Mo Kio"
"1.358574,103.888523",530232,53,19,"Serangoon Garden, Hougang, Punggol"
"1.442287,103.802867",730793,73,25,"Kranji, Woodgrove"
"1.322683,103.886683",370091,37,13,"Macpherson, Braddell"
"1.373083,103.852464",560523,56,20,"Bishan, Ang Mo Kio"
"1.312775,103.896078",439443,43,15,"Katong, Joo Chiat, Amber Road"
"1.376603,103.877403",530953,53,19,"Serangoon Garden, Hougang, Punggol"
"1.384708,103.899262",541211,54,19,"Serangoon Garden, Hougang, Punggol"
"1.314152,103.88499",388105,38,14,"Geylang, Eunos"
"1.364848,103.744988",650408,65,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.337306,103.7255015",618649,61,22,Jurong
"1.2856356,103.8171657",151014,15,3,"Queenstown, Tiong Bahru"
"1.3722515,103.8726223",550525,55,19,"Serangoon Garden, Hougang, Punggol"
"1.356287,103.749598",650532,65,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.313915,103.890463",398028,39,14,"Geylang, Eunos"
"1.339026,103.855302",310004,31,12,"Balestier, Toa Payoh, Serangoon"
"1.337202,103.695181",641986,64,22,Jurong
"1.339796,103.721313",610345,61,22,Jurong
"1.4336471,103.7989003",731622,73,25,"Kranji, Woodgrove"
"1.439264,103.803326",732681,73,25,"Kranji, Woodgrove"
"1.3708753,103.9583692",510449,51,18,"Tampines, Pasir Ris"
"1.365839,103.844736",562307,56,20,"Bishan, Ang Mo Kio"
"1.431852,103.790805",730507,73,25,"Kranji, Woodgrove"
"1.381989,103.76407",670544,67,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.3583947,103.759279",668695,66,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.330602,103.910634",470113,47,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.3675055,103.9570939",510108,51,18,"Tampines, Pasir Ris"
"1.3553373,103.9567212",520393,52,18,"Tampines, Pasir Ris"
"1.3448311,103.8667894",359496,35,13,"Macpherson, Braddell"
"1.34627,103.879469",536443,53,19,"Serangoon Garden, Hougang, Punggol"
"1.340465,103.742078",600236,60,22,Jurong
"1.336253,103.844778",313138,31,12,"Balestier, Toa Payoh, Serangoon"
"1.334171,103.8792185",360002,36,13,"Macpherson, Braddell"
"1.346159,103.866716",358038,35,13,"Macpherson, Braddell"
"1.3461922,103.8520844",570126,57,20,"Bishan, Ang Mo Kio"
"1.3784,103.879149",530972,53,19,"Serangoon Garden, Hougang, Punggol"
"1.435452,103.799352",730660,73,25,"Kranji, Woodgrove"
"1.3581446,103.9602324",520367,52,18,"Tampines, Pasir Ris"
"1.355651,103.95584",520395,52,18,"Tampines, Pasir Ris"
"1.353188,103.8371347",577953,57,20,"Bishan, Ang Mo Kio"
"1.442161,103.791683",730847,73,25,"Kranji, Woodgrove"
"1.3353678,103.8469458",311084,31,12,"Balestier, Toa Payoh, Serangoon"
"1.290928,103.774345",118707,11,5,"Pasir Panjang, Hong Leong Garden, Clementi New Town"
"1.4370059,103.8275255",769921,76,27,"Yishun, Sembawang"
"1.3240519,103.9004032",409499,40,14,"Geylang, Eunos"
"1.338931,103.883537",539715,53,19,"Serangoon Garden, Hougang, Punggol"
"1.340173,103.848137",310103,31,12,"Balestier, Toa Payoh, Serangoon"
"1.345535,103.708588",640259,64,22,Jurong
"1.3261764,103.8535367",328784,32,12,"Balestier, Toa Payoh, Serangoon"
"1.341658,103.689693",640931,64,22,Jurong
"1.353393,103.936561",520856,52,18,"Tampines, Pasir Ris"
"1.3469371,103.9337939",522890,52,18,"Tampines, Pasir Ris"
"1.322232,103.9183677",416274,41,14,"Geylang, Eunos"
"1.453655,103.820329",751510,75,27,"Yishun, Sembawang"
"1.3527849,103.702211",642275,64,22,Jurong
"1.357081,103.958579",520371,52,18,"Tampines, Pasir Ris"
"1.341533,103.956947",520222,52,18,"Tampines, Pasir Ris"
"1.322621,103.843428",308564,30,11,"Watten Estate, Novena, Thomson"
"1.3223658,103.742115",NIL,NI,,
"1.394152,103.895983",544260,54,19,"Serangoon Garden, Hougang, Punggol"
"1.34685,103.733045",600314,60,22,Jurong
"1.3586541,103.9611669",520368,52,18,"Tampines, Pasir Ris"
"1.3523426,103.716436",640551,64,22,Jurong
"1.385866,103.876192",799380,79,28,Seletar
"1.359526,103.878802",547315,54,19,"Serangoon Garden, Hougang, Punggol"
"1.3152493,103.8877469",387983,38,14,"Geylang, Eunos"
"1.337306,103.691557",637970,63,22,Jurong
"1.366672,103.8889519",530708,53,19,"Serangoon Garden, Hougang, Punggol"
"1.3565294,103.8688692",555747,55,19,"Serangoon Garden, Hougang, Punggol"
"1.329101,103.933132",461431,46,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.306385,103.857933",200025,20,8,Little India
"1.342199,103.697912",640636,64,22,Jurong
"1.352454,103.722688",640434,64,22,Jurong
"1.335917,103.723786",610122,61,22,Jurong
"1.353027,103.754016",650511,65,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.3075421,103.8564726",208876,20,8,Little India
"1.316269,103.798679",267899,26,10,"Ardmore, Bukit Timah, Holland Road, Tanglin"
"1.430086,103.7905059",732571,73,25,"Kranji, Woodgrove"
"1.3396193,103.7020703",642666,64,22,Jurong
"1.3810775,103.7224355",698944,69,24,"Lim Chu Kang, Tengah"
"1.3690716,103.8846482",530614,53,19,"Serangoon Garden, Hougang, Punggol"
"1.349433,103.838285",570301,57,20,"Bishan, Ang Mo Kio"
"1.414298,103.833682",760830,76,27,"Yishun, Sembawang"
"1.393269,103.742366",680547,68,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.353964,103.8793943",535195,53,19,"Serangoon Garden, Hougang, Punggol"
"1.3153665,103.8877651",387986,38,14,"Geylang, Eunos"
"1.327617,103.672935",629076,62,22,Jurong
"1.3518638,103.6983333",648691,64,22,Jurong
"1.2930056,103.8035591",140157,14,3,"Queenstown, Tiong Bahru"
"1.336088,103.869609",357900,35,13,"Macpherson, Braddell"
"1.396317,103.901979",543299,54,19,"Serangoon Garden, Hougang, Punggol"
"1.3008765,103.7995254",142091,14,3,"Queenstown, Tiong Bahru"
"1.349662,103.8752",550418,55,19,"Serangoon Garden, Hougang, Punggol"
"1.391172,103.905152",540148,54,19,"Serangoon Garden, Hougang, Punggol"
"1.4418169,103.804597",732684,73,25,"Kranji, Woodgrove"
"1.4190326,103.8404051",760666,76,27,"Yishun, Sembawang"
"1.306089,103.854798",200634,20,8,Little India
"1.380924,103.936712",510723,51,18,"Tampines, Pasir Ris"
"1.347227,103.773468",587972,58,21,"Upper Bukit Timah, Clementi Park, Ulu Pandan"
"1.430302,103.793044",730547,73,25,"Kranji, Woodgrove"
"1.312373,103.885048",398484,39,14,"Geylang, Eunos"
"1.323331,103.9557335",486554,48,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.3130502,103.7593028",127779,12,5,"Pasir Panjang, Hong Leong Garden, Clementi New Town"
"1.3254162,103.9479906",469198,46,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.2992727,103.8992514",439857,43,15,"Katong, Joo Chiat, Amber Road"
"1.335219,103.878805",360008,36,13,"Macpherson, Braddell"
"1.307161,103.793213",270043,27,10,"Ardmore, Bukit Timah, Holland Road, Tanglin"
"1.358807,103.963636",507025,50,17,"Loyang, Changi"
"1.316116,103.854324",217920,21,8,Little India
"1.3814439,103.888653",530566,53,19,"Serangoon Garden, Hougang, Punggol"
"1.300156,103.825006",249604,24,10,"Ardmore, Bukit Timah, Holland Road, Tanglin"
"1.312001,103.8982892",429381,42,15,"Katong, Joo Chiat, Amber Road"
"1.310076,103.856169",207274,20,8,Little India
"1.371902,103.775216",670201,67,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.3555272,103.9482563",521235,52,18,"Tampines, Pasir Ris"
"1.3165711,103.8759714",381042,38,14,"Geylang, Eunos"
"1.304754,103.899383",438541,43,15,"Katong, Joo Chiat, Amber Road"
"1.350981,103.716393",640539,64,22,Jurong
"1.429309,103.795498",730585,73,25,"Kranji, Woodgrove"
"1.3438281,103.9605491",487918,48,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.352392,103.744542",652450,65,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.2970748,103.796947",141055,14,3,"Queenstown, Tiong Bahru"
"1.3749685,103.8275697",576294,57,20,"Bishan, Ang Mo Kio"
"1.348987,103.716465",640533,64,22,Jurong
"1.300795,103.89836",439959,43,15,"Katong, Joo Chiat, Amber Road"
"1.3553951,103.9447319",520503,52,18,"Tampines, Pasir Ris"
"1.325338,103.914527",417320,41,14,"Geylang, Eunos"
"1.315785,103.794063",268285,26,10,"Ardmore, Bukit Timah, Holland Road, Tanglin"
"1.436718,103.798561",730657,73,25,"Kranji, Woodgrove"
"1.364258,103.851567",560353,56,20,"Bishan, Ang Mo Kio"
"1.333299,103.854769",310031,31,12,"Balestier, Toa Payoh, Serangoon"
"1.3228682,103.8455476",329562,32,12,"Balestier, Toa Payoh, Serangoon"
"1.365016,103.853055",560420,56,20,"Bishan, Ang Mo Kio"
"1.3469508,103.9609866",488881,48,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.322,103.933021",460003,46,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.3788938,103.9450076",518377,51,18,"Tampines, Pasir Ris"
"1.298962,103.837043",239864,23,9,"Orchard, Cairnhill, River Valley"
"1.3296061,103.9460779",465791,46,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.270958,103.822898",090042,09,4,"Telok Blangah, Harbourfront"
"1.334534,103.936829",460106,46,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.394758,103.877477",791433,79,28,Seletar
"1.431009,103.796497",730577,73,25,"Kranji, Woodgrove"
"1.342562,103.745264",600273,60,22,Jurong
"1.296789,103.834956",238373,23,9,"Orchard, Cairnhill, River Valley"
"1.402409,103.903126",820288,82,19,"Serangoon Garden, Hougang, Punggol"
"1.3085269,103.7982957",278460,27,10,"Ardmore, Bukit Timah, Holland Road, Tanglin"
"1.413106,103.833757",760820,76,27,"Yishun, Sembawang"
"1.356028,103.958719",520373,52,18,"Tampines, Pasir Ris"
"1.4275686,103.779179",738311,73,25,"Kranji, Woodgrove"
"1.322627,103.7699995",120105,12,5,"Pasir Panjang, Hong Leong Garden, Clementi New Town"
"1.379659,103.755656",680012,68,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.372567,103.896978",530466,53,19,"Serangoon Garden, Hougang, Punggol"
"1.378293,103.739679",680292,68,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.40494,103.898518",823265,82,19,"Serangoon Garden, Hougang, Punggol"
"1.317984,103.897487",400416,40,14,"Geylang, Eunos"
"1.3727349,103.8868168",530502,53,19,"Serangoon Garden, Hougang, Punggol"
"1.364298,103.964726",510275,51,18,"Tampines, Pasir Ris"
"1.343306,103.705446",643682,64,22,Jurong
"1.391641,103.869714",791456,79,28,Seletar
"1.376797,103.882382",530925,53,19,"Serangoon Garden, Hougang, Punggol"
"1.327738,103.940794",460079,46,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.4284343,103.8337157",760749,76,27,"Yishun, Sembawang"
"1.324642,103.864829",328006,32,12,"Balestier, Toa Payoh, Serangoon"
"1.379598,103.942972",519953,51,18,"Tampines, Pasir Ris"
"1.3717822,103.7709203",679366,67,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.350784,103.9491598",520267,52,18,"Tampines, Pasir Ris"
"1.370192,103.837652",560109,56,20,"Bishan, Ang Mo Kio"
"1.3624786,103.9547403",523491,52,18,"Tampines, Pasir Ris"
"1.3486246,103.7228534",640473,64,22,Jurong
"1.3815796,103.8400054",560624,56,20,"Bishan, Ang Mo Kio"
"1.3711305,103.8563033",560574,56,20,"Bishan, Ang Mo Kio"
"1.305919,103.902587",429623,42,15,"Katong, Joo Chiat, Amber Road"
"1.3500373,103.6954461",640865,64,22,Jurong
"1.3317012,103.912145",472609,47,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.362635,103.74732",650325,65,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.317386,103.87832",380045,38,14,"Geylang, Eunos"
"1.393737,103.905399",545092,54,19,"Serangoon Garden, Hougang, Punggol"
"1.3806994,103.7739031",670250,67,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.388946,103.904311",540139,54,19,"Serangoon Garden, Hougang, Punggol"
"1.371312,103.853596",561590,56,20,"Bishan, Ang Mo Kio"
"1.318209,103.840809",309776,30,11,"Watten Estate, Novena, Thomson"
"1.3283802,103.9255",461043,46,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.344028,103.701448",643671,64,22,Jurong
"1.362981,103.957455",526498,52,18,"Tampines, Pasir Ris"
"1.359664,103.9599099",526497,52,18,"Tampines, Pasir Ris"
"1.366622,103.859583",560458,56,20,"Bishan, Ang Mo Kio"
"1.298312,103.88438",436883,43,15,"Katong, Joo Chiat, Amber Road"
"1.376176,103.894785",530419,53,19,"Serangoon Garden, Hougang, Punggol"
"1.32824,103.9516529",489929,48,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.428356,103.792596",730540,73,25,"Kranji, Woodgrove"
"1.3175837,103.8065754",266358,26,10,"Ardmore, Bukit Timah, Holland Road, Tanglin"
"1.313122,103.887494",398219,39,14,"Geylang, Eunos"
"1.355546,103.751119",650536,65,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.34836,103.835145",574328,57,20,"Bishan, Ang Mo Kio"
"1.310726,103.857398",207223,20,8,Little India
"1.338187,103.691739",638253,63,22,Jurong
"1.340985,103.740907",600239,60,22,Jurong
"1.351024,103.939607",520903,52,18,"Tampines, Pasir Ris"
"1.431032,103.7722235",730402,73,25,"Kranji, Woodgrove"
"1.3196832,103.8599389",321107,32,12,"Balestier, Toa Payoh, Serangoon"
"1.321871,103.739935",600032,60,22,Jurong
"1.2752861,103.835899",080101,08,2,"Anson, Tanjong Pagar"
"1.3138363,103.9035744",427873,42,15,"Katong, Joo Chiat, Amber Road"
"1.3316698,103.8711799",348185,34,13,"Macpherson, Braddell"
"1.377423,103.888191",530569,53,19,"Serangoon Garden, Hougang, Punggol"
"1.3020735,103.8828675",431010,43,15,"Katong, Joo Chiat, Amber Road"
