,total_rainfall,mean_temperature,minimum_temperature,minimum_temperature_mean,maximum_temperature,maximum_temperature_mean,mean_wind_speed,max_wind_speed,max_wind_speed_mean,dengue_cases,interest,inbound,outbound,year,week,cumulative_total_rainfall,cumulative_dengue_cases
2018-W44,12.6,27.47142857142857,24.5,25.357142857142858,32.9,32.9,6.885714285714286,37.8,31.571428571428573,75,12,293476,166492,2018,44,1416.9999999999998,2419
2018-W45,24.0,27.32857142857143,23.6,24.957142857142856,32.7,32.7,5.6571428571428575,32.8,26.057142857142853,71,9,351746,260823,2018,45,1440.9999999999998,2490
2018-W46,48.0,27.17142857142857,22.4,24.142857142857142,32.5,32.5,5.385714285714286,55.4,32.7,78,11,351746,260823,2018,46,1488.9999999999998,2568
2018-W47,48.6,27.314285714285713,22.8,24.042857142857144,33.4,33.4,5.542857142857143,40.0,27.87142857142857,97,16,351746,260823,2018,47,1537.5999999999997,2665
2018-W48,44.6,27.442857142857143,23.9,25.057142857142857,32.0,32.0,6.928571428571429,33.5,29.37142857142857,109,17,351746,260823,2018,48,1582.1999999999996,2774
2018-W49,11.0,27.614285714285717,24.9,25.52857142857143,32.3,32.3,6.285714285714286,26.6,24.071428571428573,115,12,400804,320881,2018,49,1593.1999999999996,2889
2018-W50,77.4,26.885714285714283,23.7,24.957142857142856,31.9,31.9,6.3999999999999995,37.4,29.771428571428572,108,16,400804,320881,2018,50,1670.5999999999997,2997
2018-W51,19.8,27.728571428571428,23.6,25.2,32.7,32.7,7.357142857142857,45.0,31.685714285714287,128,12,400804,320881,2018,51,1690.3999999999996,3125
2018-W52,17.799999999999997,28.285714285714285,24.7,25.442857142857143,33.8,33.8,6.857142857142857,45.7,32.32857142857143,160,14,400804,320881,2018,52,1708.1999999999996,3285
2019-W01,0.0,28.625,25.1,25.925,33.4,33.4,10.175,43.9,33.125,207,20,406148,175167,2019,1,0.0,207
2019-W02,6.3999999999999995,28.314285714285713,24.7,25.657142857142855,32.6,32.6,12.385714285714286,37.8,34.142857142857146,245,19,406148,175167,2019,2,6.3999999999999995,452
2019-W03,54.400000000000006,27.47142857142857,23.5,24.900000000000002,32.6,32.6,9.314285714285715,35.6,32.4,215,20,406148,175167,2019,3,60.800000000000004,667
2019-W04,2.0,27.642857142857142,25.0,25.599999999999998,31.9,31.9,12.700000000000001,47.5,37.371428571428574,222,15,406148,175167,2019,4,62.800000000000004,889
2019-W05,1.0,27.814285714285713,25.2,25.8,32.9,32.9,12.585714285714285,38.9,35.22857142857143,182,24,374763,182479,2019,5,63.800000000000004,1071
2019-W06,0.0,28.385714285714283,24.7,25.5,34.1,34.1,12.071428571428571,43.6,36.471428571428575,138,28,374763,182479,2019,6,63.800000000000004,1209
2019-W07,9.2,28.085714285714285,23.0,25.157142857142855,33.6,33.6,12.714285714285714,43.2,35.6,235,19,374763,182479,2019,7,73.0,1444
2019-W08,22.0,28.071428571428573,21.9,25.099999999999998,33.5,33.5,10.842857142857142,35.3,31.785714285714285,182,17,374763,182479,2019,8,95.0,1626
2019-W09,0.2,28.342857142857145,24.7,25.857142857142858,33.6,33.6,13.357142857142858,41.8,37.55714285714286,157,17,391166,238389,2019,9,95.2,1783
2019-W10,0.0,28.928571428571427,24.6,26.12857142857143,34.7,34.7,10.9,37.8,31.67142857142857,134,14,391166,238389,2019,10,95.2,1917
2019-W11,27.0,28.52857142857143,22.3,25.0,34.8,34.8,10.22857142857143,41.0,33.371428571428574,109,16,391166,238389,2019,11,122.2,2026
2019-W12,8.8,28.842857142857145,23.1,25.52857142857143,34.5,34.5,9.828571428571427,32.8,31.67142857142857,97,10,391166,238389,2019,12,131.0,2123
2019-W13,36.4,28.7,22.9,25.685714285714287,34.5,34.5,9.357142857142858,34.9,29.5,100,14,319345,162362,2019,13,167.4,2223
2019-W14,57.0,28.114285714285717,22.7,24.857142857142858,33.7,33.7,7.928571428571429,36.7,31.271428571428572,108,16,319345,162362,2019,14,224.4,2331
2019-W15,37.2,28.62857142857143,23.6,25.75714285714286,33.4,33.4,7.814285714285715,40.7,30.342857142857145,125,16,319345,162362,2019,15,261.6,2456
2019-W16,21.4,29.357142857142858,25.0,26.614285714285717,34.5,34.5,8.857142857142858,37.8,34.1,135,16,319345,162362,2019,16,283.0,2591
2019-W17,59.199999999999996,28.428571428571427,24.0,26.085714285714285,34.5,34.5,5.871428571428572,40.3,28.071428571428573,157,18,319345,162362,2019,17,342.2,2748
2019-W18,7.2,29.085714285714285,25.6,26.5,34.3,34.3,6.771428571428571,34.9,29.82857142857143,194,17,371948,211069,2019,18,349.4,2942
2019-W19,32.0,29.457142857142856,22.9,25.900000000000002,34.7,34.7,6.228571428571429,52.6,33.471428571428575,287,21,371948,211069,2019,19,381.4,3229
2019-W20,18.4,29.02857142857143,22.8,26.142857142857142,33.1,33.1,7.085714285714286,41.0,33.0,309,21,371948,211069,2019,20,399.79999999999995,3538
2019-W21,6.0,29.271428571428572,26.1,27.057142857142857,33.5,33.5,8.4,35.6,33.214285714285715,378,36,371948,211069,2019,21,405.79999999999995,3916
2019-W22,19.0,29.114285714285717,25.2,26.82857142857143,33.0,33.0,9.457142857142857,43.9,33.72857142857143,401,25,387962,262054,2019,22,424.79999999999995,4317
2019-W23,53.0,27.728571428571428,24.2,25.657142857142855,32.6,32.6,7.485714285714286,37.8,29.814285714285713,400,24,387962,262054,2019,23,477.79999999999995,4717
2019-W24,26.0,28.957142857142856,23.6,26.614285714285717,33.0,33.0,9.442857142857141,36.7,31.842857142857145,467,42,387962,262054,2019,24,503.79999999999995,5184
2019-W25,62.2,28.0,23.3,25.37142857142857,32.4,32.4,7.614285714285714,57.6,33.98571428571429,433,44,387962,262054,2019,25,566.0,5617
2019-W26,19.0,28.985714285714288,23.9,26.585714285714285,32.5,32.5,11.828571428571427,43.2,36.114285714285714,497,37,360519,147759,2019,26,585.0,6114
2019-W27,0.4,29.25714285714286,26.8,27.400000000000002,33.2,33.2,12.0,42.5,33.214285714285715,593,42,360519,147759,2019,27,585.4,6707
2019-W28,1.7999999999999998,29.057142857142857,24.8,26.900000000000002,32.9,32.9,13.185714285714285,42.1,35.52857142857143,663,47,360519,147759,2019,28,587.1999999999999,7370
2019-W29,2.6,28.814285714285713,23.9,26.585714285714285,32.7,32.7,13.214285714285714,44.6,37.285714285714285,646,43,360519,147759,2019,29,589.8,8016
2019-W30,7.3999999999999995,28.771428571428572,24.2,26.457142857142856,33.0,33.0,11.200000000000001,39.2,33.82857142857143,605,53,360519,147759,2019,30,597.1999999999999,8621
2019-W31,0.0,29.442857142857143,26.7,27.37142857142857,33.4,33.4,14.614285714285714,47.2,36.785714285714285,599,53,434026,203692,2019,31,597.1999999999999,9220
2019-W32,4.0,29.185714285714287,27.2,27.5,32.9,32.9,16.04285714285714,40.7,37.728571428571435,523,47,434026,203692,2019,32,601.1999999999999,9743
2019-W33,0.0,29.585714285714285,27.2,27.571428571428573,33.3,33.3,16.257142857142856,42.5,38.800000000000004,524,41,434026,203692,2019,33,601.1999999999999,10267
2019-W34,3.8,29.32857142857143,25.7,27.142857142857142,34.0,34.0,15.628571428571428,44.3,38.871428571428574,474,30,434026,203692,2019,34,604.9999999999999,10741
2019-W35,4.0,28.25714285714286,24.5,26.057142857142857,33.2,33.2,11.828571428571427,43.6,34.67142857142857,414,33,292709,169780,2019,35,608.9999999999999,11155
2019-W36,0.0,29.442857142857143,24.7,26.885714285714283,33.8,33.8,16.04285714285714,42.5,38.17142857142857,327,32,292709,169780,2019,36,608.9999999999999,11482
2019-W37,0.0,29.2,27.0,27.142857142857142,33.8,33.8,13.971428571428572,41.0,33.68571428571429,317,34,292709,169780,2019,37,608.9999999999999,11799
2019-W38,0.0,29.24285714285714,26.4,27.0,33.9,33.9,15.814285714285715,46.1,37.34285714285714,301,25,292709,169780,2019,38,608.9999999999999,12100
2019-W39,21.4,28.442857142857143,22.9,25.52857142857143,34.3,34.3,8.885714285714284,47.2,34.614285714285714,261,22,292709,169780,2019,39,630.3999999999999,12361
2019-W40,16.0,27.67142857142857,22.9,24.62857142857143,33.9,33.9,8.957142857142857,51.8,37.028571428571425,246,21,382620,218765,2019,40,646.3999999999999,12607
2019-W41,12.6,28.32857142857143,23.6,25.285714285714285,33.8,33.8,7.928571428571429,38.2,34.55714285714286,227,24,382620,218765,2019,41,658.9999999999999,12834
2019-W42,8.0,28.87142857142857,26.0,26.357142857142858,34.4,34.4,8.7,48.6,38.214285714285715,239,22,382620,218765,2019,42,666.9999999999999,13073
2019-W43,126.4,27.771428571428572,23.1,24.857142857142858,33.3,33.3,6.371428571428572,36.4,30.400000000000002,242,18,382620,218765,2019,43,793.3999999999999,13315
2019-W44,30.0,28.099999999999998,22.9,25.32857142857143,33.4,33.4,6.628571428571428,45.4,31.17142857142857,308,29,383417,268243,2019,44,823.3999999999999,13623
2019-W45,5.3999999999999995,28.771428571428572,24.0,25.714285714285715,33.7,33.7,7.042857142857143,39.2,31.314285714285713,322,32,383417,268243,2019,45,828.7999999999998,13945
2019-W46,1.2,28.428571428571427,24.7,25.957142857142856,34.4,34.4,6.957142857142857,37.4,28.685714285714283,373,32,383417,268243,2019,46,829.9999999999999,14318
2019-W47,22.400000000000002,26.985714285714288,24.2,25.085714285714285,34.0,34.0,6.8999999999999995,33.5,29.17142857142857,331,30,383417,268243,2019,47,852.3999999999999,14649
2019-W48,93.60000000000001,27.714285714285715,24.0,25.099999999999998,33.0,33.0,7.357142857142857,34.9,30.5,295,19,344992,254356,2019,48,945.9999999999999,14944
2019-W49,62.800000000000004,27.47142857142857,23.9,25.285714285714285,31.9,31.9,12.0,42.8,36.385714285714286,281,21,344992,254356,2019,49,1008.7999999999998,15225
2019-W50,303.8,24.914285714285715,22.7,23.114285714285717,31.1,31.1,7.471428571428571,41.8,29.928571428571427,257,24,344992,254356,2019,50,1312.6,15482
2019-W51,52.099999999999994,26.5,23.2,24.457142857142856,31.1,31.1,7.6571428571428575,37.4,28.585714285714285,226,25,344992,254356,2019,51,1364.6999999999998,15708
2019-W52,2.8,27.542857142857144,24.7,25.228571428571428,31.7,31.7,11.314285714285715,37.1,32.6,290,20,344992,254356,2019,52,1367.4999999999998,15998
2020-W01,0.0,27.78,25.1,25.580000000000002,32.0,32.0,12.3,43.2,40.38,303,27,422026,189754,2020,1,0.0,303
2020-W02,18.2,27.157142857142855,23.8,24.75714285714286,32.3,32.3,9.828571428571427,40.7,36.214285714285715,343,35,422026,189754,2020,2,18.2,646
2020-W03,0.0,27.97142857142857,24.6,25.52857142857143,32.8,32.8,12.171428571428573,36.7,34.41428571428572,404,25,422026,189754,2020,3,18.2,1050
2020-W04,14.2,27.97142857142857,24.3,25.285714285714285,32.8,32.8,13.585714285714285,38.5,34.91428571428572,309,26,422026,189754,2020,4,32.4,1359
2020-W05,56.0,27.900000000000002,23.8,25.5,32.6,32.6,12.942857142857141,40.3,35.028571428571425,370,21,183242,105063,2020,5,88.4,1729
2020-W06,14.6,27.614285714285717,23.7,24.942857142857143,32.3,32.3,11.728571428571428,41.0,34.357142857142854,400,45,183242,105063,2020,6,103.0,2129
2020-W07,23.8,27.87142857142857,24.2,25.342857142857145,32.8,32.8,10.228571428571428,35.3,30.24285714285714,380,46,183242,105063,2020,7,126.8,2509
2020-W08,22.0,27.82857142857143,24.1,25.099999999999998,33.1,33.1,14.3,46.4,41.17142857142857,381,34,183242,105063,2020,8,148.8,2890
2020-W09,4.6,28.085714285714285,25.1,25.62857142857143,32.7,32.7,13.928571428571429,45.7,37.94285714285714,374,36,48000,41597,2020,9,153.4,3264
2020-W10,40.0,28.271428571428572,24.3,25.62857142857143,33.9,33.9,10.085714285714285,36.7,32.44285714285714,375,31,48000,41597,2020,10,193.4,3639
2020-W11,0.0,29.0,25.2,26.285714285714285,34.0,34.0,11.0,39.6,30.7,389,26,48000,41597,2020,11,193.4,4028
2020-W12,48.8,28.47142857142857,24.4,25.957142857142856,33.7,33.7,11.328571428571427,44.6,35.22857142857143,368,34,48000,41597,2020,12,242.2,4396
2020-W13,20.0,28.6,24.1,25.771428571428572,33.6,33.6,9.971428571428572,37.1,31.62857142857143,377,22,48000,41597,2020,13,262.2,4773
2020-W14,57.0,29.12857142857143,24.0,26.0,34.6,34.6,9.771428571428572,42.6,29.87142857142857,315,18,188,1309,2020,14,319.2,5088
2020-W15,27.6,28.52857142857143,23.8,25.542857142857144,33.2,33.2,8.285714285714286,37.0,29.614285714285717,343,18,188,1309,2020,15,346.8,5431
2020-W16,0.0,29.585714285714285,26.4,26.842857142857145,33.9,33.9,10.014285714285716,37.0,27.5,360,27,188,1309,2020,16,346.8,5791
2020-W17,11.0,28.857142857142858,25.1,26.542857142857144,34.3,34.3,7.714285714285714,33.3,29.357142857142858,400,22,188,1309,2020,17,357.8,6191
2020-W18,115.8,27.8,24.4,25.12857142857143,33.1,33.1,5.828571428571428,35.2,29.085714285714285,390,23,220,1566,2020,18,473.6,6581
2020-W19,105.19999999999999,29.0,23.6,26.014285714285712,34.5,34.5,7.8,42.6,31.485714285714288,507,30,220,1566,2020,19,578.8,7088
2020-W20,72.0,29.12857142857143,24.6,26.17142857142857,32.8,32.8,9.128571428571428,46.3,35.98571428571429,526,31,220,1566,2020,20,650.8,7614
2020-W21,31.799999999999997,28.857142857142858,24.9,26.142857142857142,34.0,34.0,6.171428571428572,33.3,26.97142857142857,619,34,220,1566,2020,21,682.5999999999999,8233
2020-W22,23.2,29.17142857142857,23.8,26.285714285714285,33.5,33.5,7.242857142857142,37.0,31.47142857142857,732,52,434,1706,2020,22,705.8,8965
2020-W23,100.4,28.114285714285717,24.0,25.085714285714285,33.0,33.0,7.085714285714286,35.2,33.31428571428571,868,64,434,1706,2020,23,806.1999999999999,9833
2020-W24,32.0,28.585714285714285,24.2,25.62857142857143,33.0,33.0,7.742857142857143,50.0,34.114285714285714,1153,77,434,1706,2020,24,838.1999999999999,10986
2020-W25,48.599999999999994,27.642857142857142,23.7,25.52857142857143,32.3,32.3,6.228571428571429,37.0,29.099999999999998,1371,82,434,1706,2020,25,886.8,12357
2020-W26,44.4,27.885714285714283,23.7,25.685714285714287,32.0,32.0,9.414285714285715,42.6,34.65714285714286,1460,72,434,1706,2020,26,931.1999999999999,13817
2020-W27,10.4,28.842857142857145,24.6,26.5,32.4,32.4,11.428571428571429,35.2,32.785714285714285,1448,66,1711,2576,2020,27,941.5999999999999,15265
2020-W28,23.200000000000003,27.657142857142855,24.5,25.571428571428573,32.1,32.1,7.685714285714285,37.0,31.47142857142857,1667,79,1711,2576,2020,28,964.8,16932
2020-W29,17.2,27.74285714285714,24.9,25.8,32.2,32.2,7.6000000000000005,35.2,29.900000000000002,1729,100,1711,2576,2020,29,982.0,18661
2020-W30,54.6,28.071428571428573,23.7,25.12857142857143,32.5,32.5,9.171428571428573,53.7,37.81428571428571,1792,78,1711,2576,2020,30,1036.6,20453
2020-W31,43.8,27.942857142857143,23.9,25.228571428571428,31.7,31.7,8.9,42.6,30.157142857142855,1378,80,1782,2616,2020,31,1080.3999999999999,21831
2020-W32,4.8,29.114285714285717,24.1,26.885714285714283,32.9,32.9,10.314285714285715,44.4,31.214285714285715,1667,69,1782,2616,2020,32,1085.1999999999998,23498
2020-W33,48.400000000000006,28.185714285714287,22.5,25.67142857142857,33.0,33.0,8.371428571428572,40.7,32.27142857142857,1339,59,1782,2616,2020,33,1133.6,24837
2020-W34,37.599999999999994,27.67142857142857,23.0,25.214285714285715,33.0,33.0,8.357142857142858,48.2,37.042857142857144,1287,55,1782,2616,2020,34,1171.1999999999998,26124
2020-W35,12.6,27.928571428571427,24.0,25.357142857142858,32.4,32.4,9.200000000000001,51.9,32.271428571428565,1154,47,1782,2616,2020,35,1183.7999999999997,27278
2020-W36,60.6,27.585714285714285,22.8,25.47142857142857,32.2,32.2,8.014285714285714,40.7,31.72857142857143,938,39,2375,4113,2020,36,1244.3999999999996,28216
2020-W37,28.4,27.400000000000002,22.7,25.057142857142857,32.2,32.2,7.985714285714286,57.4,37.82857142857143,725,34,2375,4113,2020,37,1272.7999999999997,28941
2020-W38,23.6,27.75714285714286,21.9,24.62857142857143,33.2,33.2,8.942857142857143,46.3,37.01428571428571,671,33,2375,4113,2020,38,1296.3999999999996,29612
2020-W39,35.0,27.457142857142856,23.6,24.62857142857143,32.9,32.9,7.185714285714285,55.6,34.142857142857146,591,29,2375,4113,2020,39,1331.3999999999996,30203
2020-W40,7.4,27.842857142857145,24.4,25.62857142857143,32.6,32.6,7.571428571428571,44.4,33.31428571428571,605,23,3350,4128,2020,40,1338.7999999999997,30808
2020-W41,27.0,28.2,23.2,25.557142857142857,33.2,33.2,7.214285714285714,42.6,31.22857142857143,529,28,3350,4128,2020,41,1365.7999999999997,31337
2020-W42,6.4,28.814285714285713,24.6,25.914285714285715,33.6,33.6,8.914285714285715,42.6,34.65714285714286,592,26,3350,4128,2020,42,1372.1999999999998,31929
2020-W43,21.8,28.25714285714286,22.2,25.457142857142856,33.7,33.7,6.7,44.4,28.014285714285712,565,19,3350,4128,2020,43,1393.9999999999998,32494
2020-W44,18.8,28.114285714285717,24.5,25.37142857142857,34.1,34.1,6.514285714285714,35.2,29.37142857142857,440,17,2950,5640,2020,44,1412.7999999999997,32934
2020-W45,117.80000000000001,27.014285714285712,23.3,24.614285714285717,32.7,32.7,6.042857142857143,40.7,30.171428571428574,408,16,2950,5640,2020,45,1530.5999999999997,33342
2020-W46,38.4,27.914285714285715,24.4,25.571428571428573,33.3,33.3,8.385714285714286,38.9,29.37142857142857,355,22,2950,5640,2020,46,1568.9999999999998,33697
2020-W47,35.4,27.357142857142858,23.8,25.0,33.4,33.4,6.614285714285714,38.9,29.357142857142858,258,15,2950,5640,2020,47,1604.3999999999999,33955
2020-W48,17.200000000000003,26.614285714285717,23.7,24.785714285714285,31.0,31.0,6.1000000000000005,29.6,22.75714285714286,279,12,2950,5640,2020,48,1621.6,34234
2020-W49,34.6,27.357142857142858,24.3,24.842857142857145,33.5,33.5,11.771428571428572,37.0,20.62857142857143,228,12,6042,12793,2020,49,1656.1999999999998,34462
2020-W50,142.0,27.185714285714287,23.0,23.914285714285715,32.8,32.8,11.1,42.6,29.099999999999998,227,10,6042,12793,2020,50,1798.1999999999998,34689
2020-W51,54.4,26.457142857142856,23.0,24.157142857142855,31.9,31.9,6.328571428571428,31.5,29.114285714285717,236,9,6042,12793,2020,51,1852.6,34925
2020-W52,384.6,27.485714285714288,23.9,24.728571428571428,32.7,32.7,7.8,31.5,28.314285714285713,196,8,6042,12793,2020,52,2237.2,35121
2021-W01,280.6,25.314285714285713,22.9,23.685714285714287,31.6,31.6,7.428571428571429,37.0,29.071428571428573,194,11,5842,9799,2021,1,280.6,194
2021-W02,17.4,26.214285714285715,23.3,24.228571428571428,30.5,30.5,11.985714285714286,42.6,30.157142857142855,166,7,5842,9799,2021,2,298.0,360
2021-W03,32.4,26.414285714285715,23.0,23.985714285714288,31.2,31.2,11.157142857142857,48.2,34.94285714285714,152,11,5842,9799,2021,3,330.4,512
2021-W04,11.8,26.885714285714283,23.1,24.357142857142858,31.6,31.6,11.357142857142858,40.7,34.128571428571426,135,8,5842,9799,2021,4,342.2,647
2021-W05,0.0,27.071428571428573,23.7,24.785714285714285,32.7,32.7,12.942857142857141,40.7,37.300000000000004,141,9,4535,10838,2021,5,342.2,788
2021-W06,1.0,27.514285714285712,24.7,25.185714285714287,32.2,32.2,13.442857142857141,37.0,34.9,143,11,4535,10838,2021,6,343.2,931
2021-W07,0.0,27.0,24.1,24.7,31.9,31.9,15.685714285714285,42.6,38.885714285714286,148,13,4535,10838,2021,7,343.2,1079
2021-W08,0.0,27.5,24.0,24.542857142857144,33.7,33.7,10.857142857142858,37.0,30.942857142857143,146,9,4535,10838,2021,8,343.2,1225
2021-W09,36.4,28.24285714285714,23.0,25.285714285714285,34.2,34.2,12.457142857142857,40.7,35.714285714285715,140,12,5440,11302,2021,9,379.59999999999997,1365
2021-W10,15.8,27.857142857142858,23.7,24.642857142857142,33.3,33.3,10.885714285714286,40.7,34.371428571428574,145,11,5440,11302,2021,10,395.4,1510
2021-W11,22.0,28.12857142857143,24.0,25.428571428571427,33.5,33.5,9.4,35.2,30.67142857142857,129,10,5440,11302,2021,11,417.4,1639
2021-W12,54.0,27.47142857142857,24.1,24.957142857142856,33.5,33.5,8.3,48.2,34.142857142857146,120,8,5440,11302,2021,12,471.4,1759
2021-W13,109.6,28.214285714285715,23.3,24.957142857142856,34.7,34.7,6.328571428571428,37.0,30.942857142857147,113,9,5440,11302,2021,13,581.0,1872
2021-W14,67.0,28.47142857142857,24.5,25.414285714285715,33.3,33.3,8.171428571428573,42.6,33.34285714285714,102,8,6434,12708,2021,14,648.0,1974
2021-W15,114.8,27.728571428571428,23.1,24.442857142857143,32.7,32.7,6.185714285714285,31.5,25.928571428571427,112,9,6434,12708,2021,15,762.8,2086
2021-W16,42.8,28.285714285714285,23.5,25.514285714285712,33.1,33.1,6.185714285714285,35.2,28.571428571428573,129,11,6434,12708,2021,16,805.5999999999999,2215
2021-W17,10.600000000000001,28.557142857142857,25.1,25.814285714285713,33.4,33.4,7.742857142857143,38.9,31.74285714285714,84,13,6434,12708,2021,17,816.1999999999999,2299
2021-W18,30.2,28.428571428571427,24.3,26.099999999999998,33.5,33.5,6.028571428571429,35.2,29.099999999999998,117,10,2838,9717,2021,18,846.4,2416
2021-W19,95.19999999999999,28.814285714285713,24.7,25.62857142857143,33.6,33.6,6.971428571428571,38.9,31.47142857142857,92,11,2838,9717,2021,19,941.5999999999999,2508
2021-W20,84.2,28.085714285714285,22.9,24.97142857142857,32.6,32.6,6.085714285714286,35.2,26.985714285714288,119,8,2838,9717,2021,20,1025.8,2627
2021-W21,36.0,29.342857142857145,24.7,27.0,33.5,33.5,8.77142857142857,40.7,32.528571428571425,130,13,2838,9717,2021,21,1061.8,2757
2021-W22,2.1999999999999997,29.52857142857143,26.6,27.271428571428572,33.7,33.7,8.528571428571428,46.3,35.971428571428575,118,12,2838,9717,2021,22,1064.0,2875
2021-W23,23.2,28.75714285714286,23.6,25.614285714285717,32.9,32.9,7.871428571428572,46.3,35.97142857142857,137,11,2507,12563,2021,23,1087.2,3012
2021-W24,27.200000000000003,27.985714285714288,23.4,25.057142857142857,33.0,33.0,6.042857142857143,42.6,33.32857142857143,135,11,2507,12563,2021,24,1114.4,3147
2021-W25,25.2,28.12857142857143,24.0,25.042857142857144,33.6,33.6,5.714285714285714,33.3,29.357142857142858,127,8,2507,12563,2021,25,1139.6000000000001,3274
2021-W26,46.2,28.12857142857143,23.5,25.17142857142857,33.0,33.0,6.828571428571428,51.9,34.128571428571426,112,11,2507,12563,2021,26,1185.8000000000002,3386
2021-W27,34.6,28.057142857142857,23.4,25.785714285714285,32.5,32.5,7.128571428571428,51.9,36.51428571428571,104,10,4629,13054,2021,27,1220.4,3490
2021-W28,118.60000000000001,27.928571428571427,23.2,25.571428571428573,32.8,32.8,9.271428571428572,37.0,33.58571428571428,75,12,4629,13054,2021,28,1339.0,3565
2021-W29,2.4000000000000004,29.385714285714283,25.9,26.942857142857143,33.2,33.2,9.714285714285714,46.3,33.58571428571428,80,15,4629,13054,2021,29,1341.4,3645
2021-W30,30.0,29.271428571428572,23.1,26.428571428571427,33.4,33.4,9.957142857142857,44.4,36.75714285714286,82,5,4629,13054,2021,30,1371.4,3727
2021-W31,11.0,28.271428571428572,23.2,25.47142857142857,32.9,32.9,8.528571428571428,50.0,35.42857142857143,70,11,3177,11522,2021,31,1382.4,3797
2021-W32,28.4,28.37142857142857,23.6,25.271428571428572,32.6,32.6,8.085714285714285,57.4,41.51428571428572,81,11,3177,11522,2021,32,1410.8000000000002,3878
2021-W33,125.2,26.857142857142858,21.9,24.342857142857145,32.3,32.3,6.700000000000001,55.6,31.5,56,8,3177,11522,2021,33,1536.0000000000002,3934
2021-W34,50.0,27.142857142857142,23.7,24.62857142857143,31.8,31.8,8.671428571428573,51.9,34.91428571428572,53,8,3177,11522,2021,34,1586.0000000000002,3987
2021-W35,127.6,27.442857142857143,22.9,24.7,32.3,32.3,8.428571428571429,42.6,35.17142857142857,46,9,3177,11522,2021,35,1713.6000000000001,4033
2021-W36,46.4,28.357142857142858,22.5,25.042857142857144,32.9,32.9,7.771428571428571,50.0,33.34285714285714,61,12,4752,18804,2021,36,1760.0000000000002,4094
2021-W37,3.8,28.47142857142857,25.4,26.514285714285712,32.8,32.8,9.814285714285715,44.4,34.65714285714286,74,11,4752,18804,2021,37,1763.8000000000002,4168
2021-W38,32.4,28.957142857142856,23.5,25.900000000000002,33.3,33.3,8.328571428571427,44.4,35.714285714285715,110,14,4752,18804,2021,38,1796.2000000000003,4278
2021-W39,113.8,27.314285714285713,23.4,24.542857142857144,33.0,33.0,6.042857142857143,44.4,30.157142857142855,105,11,4752,18804,2021,39,1910.0000000000002,4383
2021-W40,35.4,29.2,23.2,26.099999999999998,33.8,33.8,8.571428571428571,40.7,33.6,104,11,6002,19162,2021,40,1945.4000000000003,4487
2021-W41,7.2,29.428571428571427,25.6,27.071428571428573,33.2,33.2,8.142857142857142,38.9,32.028571428571425,85,10,6002,19162,2021,41,1952.6000000000004,4572
2021-W42,46.4,27.52857142857143,23.5,25.157142857142855,33.3,33.3,6.242857142857143,40.7,30.400000000000002,76,10,6002,19162,2021,42,1999.0000000000005,4648
2021-W43,28.0,28.25714285714286,24.7,25.557142857142857,33.1,33.1,6.814285714285714,38.9,31.742857142857144,75,8,6002,19162,2021,43,2027.0000000000005,4723
2021-W44,108.4,26.985714285714288,24.1,24.585714285714285,32.7,32.7,5.114285714285715,35.2,27.5,59,10,8236,21958,2021,44,2135.4000000000005,4782
2021-W45,45.4,27.400000000000002,23.6,24.714285714285715,33.4,33.4,6.057142857142857,38.9,29.885714285714283,42,9,8236,21958,2021,45,2180.8000000000006,4824
2021-W46,68.4,27.74285714285714,23.4,24.985714285714288,33.2,33.2,5.757142857142857,44.4,32.528571428571425,56,6,8236,21958,2021,46,2249.2000000000007,4880
2021-W47,90.2,27.585714285714285,22.8,24.385714285714283,33.0,33.0,5.457142857142857,44.4,27.785714285714285,63,8,8236,21958,2021,47,2339.4000000000005,4943
2021-W48,14.599999999999998,28.214285714285715,22.9,25.542857142857144,33.9,33.9,7.514285714285713,40.7,33.32857142857143,48,9,8236,21958,2021,48,2354.0000000000005,4991
2021-W49,14.6,27.599999999999998,25.1,25.642857142857142,32.0,32.0,9.585714285714285,44.4,34.91428571428572,65,7,23199,43224,2021,49,2368.6000000000004,5056
2021-W50,72.2,27.728571428571428,23.9,25.25714285714286,33.3,33.3,7.514285714285714,44.4,34.385714285714286,61,6,23199,43224,2021,50,2440.8,5117
2021-W51,10.600000000000001,27.785714285714285,24.9,25.785714285714285,32.4,32.4,8.485714285714286,35.2,28.042857142857144,68,4,23199,43224,2021,51,2451.4,5185
2021-W52,82.8,26.914285714285715,23.2,24.728571428571428,32.5,32.5,7.985714285714286,35.2,29.62857142857143,79,3,23199,43224,2021,52,2534.2000000000003,5264
2022-W01,11.8,27.428571428571427,23.5,25.014285714285712,32.3,32.3,8.814285714285715,38.9,29.357142857142858,106,12,11435,23631,2022,1,11.8,106
2022-W02,0.0,27.557142857142857,24.2,25.057142857142857,31.9,31.9,11.842857142857143,38.9,36.24285714285715,146,10,11435,23631,2022,2,11.8,252
2022-W03,9.0,27.514285714285712,24.1,25.12857142857143,32.6,32.6,10.942857142857141,42.6,34.91428571428572,180,12,11435,23631,2022,3,20.8,432
2022-W04,3.8,27.87142857142857,24.7,24.87142857142857,33.1,33.1,9.885714285714286,35.2,30.685714285714287,171,13,11435,23631,2022,4,24.6,603
